Brit_Libr_Or_9321,Brit_Mus_Add_7209,Cod_Arab_236,DFM_00614,Mingana_Syr_258,Sachau_290_Sachau_339,Vat_sir_159
,يزول,يزول,يزول,يزول_,,
,يا,ولايبطليابنيرجلً,يا,يا,,
,بني,,ابني,ابني,,
,رجل,,رجل,رجل,,رجل
,ليسله,ليسله,ليسله,ليسله,,ليسله
,راحة,راحه_,راحه,راحةًفيالدنيا,,راحه
,موته,موته,موته,موته,,موته
,اخير,اخير,أخير,اخير,,اخير
,منحياته,منحياته,منحياته,منحياته_,,منحياته
,اعنيتوبهمنخطاياه,,يا,يا,,يا
,وصوت,وصوت,ابنيصوت,ابنيصوت,,ولدى
,,البكا,البكا,البكا,,
,,,أخير,,,
,,اخير,,اخير,,
,,منصوت,منصوت,منصوت,,
,,الغنا,الغنا,,,
,,,,الغنى,,
,,والفرح_,والفرح,والفرح,,
,,لان,لأن,لان,,
,,صوت,صوت,صوت,,
,البكا,البكا,البكا,البكا,,
,والنوحباذنيانسانفيهاخافه,فيادنمنيخاف,والحزنفيهإخافةاللهألمسكينأخيرمايجمعرزقًاكثيرويتبدد,والنواحيدلاخافة,,
,الله,الله_,,الله,,
,اخيرمنصوت,اخيرمنصوت,,,,
,,,,وحزنالانسانعلىخطاياه_,,
,الغنىوالفرح,,,,,
,,الغنافيادنمنلايخافاللهيابنيعصفور,,,,
,ياولدي,,,ياولدي,,
,كرعة,,,رغيفخبز,,
,فييدكاخيرمن,فييدكاخيرمن,,فييدكاخيرمن,,
,وزّفيقدر,وزهفييد,,وزنةفىقدرة,,
,غيرك,غيرك_,,غيرك,,
,ونعجة,ونعجه,,ونعجةً,,
,قريبهاخيرمن,قريبهاخيرمن,,قريبهاخيرمن,,
,ثور,تور,,ثورً,,
,بعيد,بعيد_,,بعيد,,
,وعصفور,ورزقًقليلمجموع_,,وعصفور,,
,حقير,,,,,
,فييدك,,,فييدك,,
,اخيرمن,اخيرمن,,اخيرمن,,
,الف,رزقًكثيرمبدَّد,,,,
,عصافير,,,عصافير,,
,,,,كثيره,,
,طايرين,,,طايرين,,
,ومسكنةً,,,مسكنه,,
,تجمعاخيرمنرزقكثيروهو,,,تجمعاخيرمنرزقكثيروهو,,
,يتبدَّد,,,يتبدد_,,
,وتعلبحي,وتعلبحي,وثعلب,وثعلب,,
,,,,حيّ,,
,اخيرمناسد,اخيرمناسد,,اخيرمناسد,,
,ميَّت,,,وهو,,
,,ميت,,ميت,,
,اعني,يابني,,اعني,,
,انسان,انسان,,انسان,,
,حي,حقير,حي,حقير,,
,,بار,أخيرمنأسدميتوانسانحقيريعمل,ويعمل,,
,ذونسب,,,,,
,خير,,خير,خير,,
,,اخير,أخير,اخير,,
,منانسان,منانسان,منانسان,منانسان,,
,,,,ذونسب,,
,بخطووزنه,دوشرف,ابنجنس,,,
,,ونسب,ونسب,وهوميتبالخطيَّه_ياابنيوزنة,,
,,وهوشريراتيميابنياضمر,بلاخيركذلكيكونميتبخطايآهووزنة,,,
,صوف,,صوف,صوف,,
,اخيرمنوزنة,,أخيرمنوزنةمثل,اخيرمنوزنة,,
,مالاعني,,,,,
,ذهب,,ذهب,ذهب,,
,وفضهلانالذهبوالفضه,,وفضَّهلأنالمال,وفضهلانالذهبوالفضه,,
,يطمَّروهويغطَّوهفيالارض,,يطمروه,يطمروه,,
,,,فيالأرض,ويغطوه,,
,ولميترايا,,,ولميترايا,,
,والصوف,,والصوف,والصوف,,
,يبقافيالاسواق,,يبقىفيالأسواقويصير,يبقافيالاسواق,,
,ويترايا,,,ثميترايا,,
,ويكون,,,ويكون,,
,جماللمنيلبسهيا,,جماللمنيلبسهيا,جماللمنيلبسه_يا,,
,بني,,ابني,ابني,,
,اطمر,,أطمر,اطمر,,
,الكلمه,الكلمه,الكلمه,الكلمه,,
,في,في,في,فى,,
,قلبك,قلبك,قلبك,قلبك,,
,ويكونلكجيد,ولاتكشفهالصاحبكفتكونانتحاكمعليهايابني,ويكونلكجيد,,,
,,,وحينعندالناس,,,
,ولاتكشف,,ولاتكشف,ولاتكشف,,
,سرّ,,سر,سر,,
,صاحبك,,صاحبك,صاحبك,,
,فان,,وإن,فان,,
,تكشفسرهبدَّلتهودفعته,,كشفته,كشفته,,
,,,تندمياابني,خذلتهواهنته_,,
,ياولدي,,,ياولدي,,
,لاتخرج,لاتخرج,لاتخرج,لاتخرج,,لاتخرج
,الكلمه,الكلمه,الكلمه,الكلمه,,لكلمه
,من,من,من,من,,من
,فمك,فمك_,شفتيكحتَّى,فمك,,فمك
,حتي,حتي,,حتى,,حتى
,تشاور,تشاور,تشاور,تشاور,,تشاور
,قلبك,ظميركوقلبك,قلبك,قلبك,,قلبك
يابنيلاتقف,لان,يابنيلاتقف,وإنا,لان,,_واذا
عنداولئك,خير,فيخصومه_ولاتكونمازحلانالمزحوالضحكيكونالسَّو_ومن,,اخير,,
,لك,,,لك,,
,,,,ان,,
,تعثربرجلك,,,تعثربرجلك,,
,ولاتعثر,,,اخيرمنما,,
,بلسانكيا,,,بلسانك_يا,,
,ولدي,,,ابني,,
,اذا,,,اذا,,
,سمعت,,سمعت,سمعت,,سمعت
,كلمة,,كلمه,كلمةً,,كلمه
,من,,من,من,,من
,احداطمرها,,أحدأطمرها,احداطمرها,,احداطمرها
,في,,في,في,,فى
,قلبك,,قلبك,قلبك,,قلبك
,كما,,وكماشيالذيفيالأرضمطمورهكذاالكلمهأتركهاحتَّىتهلكها,كما,,كما
,في,,,في,,فى
,الارض,,,الارض,,الارض
,ولاتكشفها,,,,,و
,لان,,,لان,,
,كلماتبطا,,,كلماتطا,,
,عليهاتدفنهاوتبيدها,,,عليهاتدفنهاوتبيدها_,,
,ياولدي,,ياولدي,ياولدي,,
,بين,,بين,بين,,بين
الذين,الذين,,الذي,الذين,,الذين
يتخاصمون_,يتخاصمون,,يتخاصمون,يتخاصمون,,يتخاصمون
لانّ,لاتقوم,,لاتقوم,لاتقوم,,لاتقوم
,لان,,ولاتقفومن,لان,,لان
من,من,,,من,,من
الضحك,الضحك,,الضحك,الضحك,,الضحك
يحدثخصومةومنالخضومةيصيرقتالومنالقتاليجري,تكون,,يكون,تكون,,تكون
,,كلمت,,كلمة,,كلمت
,كلمه,,,,,
,السو,السوَّ,السو,السو,,السو
,,,,,,_
,ومن,,ومن,ومن,,ومن
,,,,,,كلمه
,كلمة,,,كلمة,,
,السو,,السو,السو,,السو
,تكونالخصومهومنالخصومهيكونالحرب,تكونالخصومه_ومنالخصومهيكونالحرب_,تكونالخصومهومنالخصومهيكونالحرب,تكونالخصومهومنالخصومهيكونالحرب,,تكونالخصومه_ومنالخصومهيكونالحرب
,ومنالحربيكون,,ومنالحربيكون,والقتال,,ومنالحربيكون
القتل,القتل,,القتل,,,القتل_
,وانت,,وأنت,وانت,,وانت
,,,ان,ان,,
,,,يبقى,كنتهناك,,
,ام,,,ام,,ام
,تنقتل,,تنقتل,تنقتل,,تنفلت
,ام,,أم,ام,,ام
,يدعوك,,يدعوك,يدعوك,,يدعوك
,للشهاده,,أن,,,ان
,,,تشهد,تشهد,,تشهد
,بل,بل,,,,
,,,بل,بل,,
,اهرب,,,,,اخيرانتفر
,,,فرَ,اقوللك,,
,,فر,,فر,,
,من,من,من,من,,من
,هناكوتستريحيا,هذاكلهُواستريحيابنيلاتخاصم,هناكوتستريحيا,هناكوتستريح_يا,,هناكوتستريح_يا
,بني,,ابني,ابني,,ولدىلاتقوملقاالشرولا
,لاتقومفي,,لاتقومفي,لاتقومفي,,
,المشاجره,,المشاجره,المشاجرةلما,,
,لقا,,قبالأحدأقوى,,,
,منهواقوا,منهواقوا,,منهواقوا,,
,منك,منك_,منك,منك,,
,وعبّر,لكن,لكن,ومكركلامهعليك,,
,,اغلب,عبّر,,,
,كلمه,,كلمه,,,
,وبطل,,ويبطل,وبطل,,
,الشر,,الشر,الشر,,
,واغلب,,وأغلبالشرّبالعقلياابنيأقتني,واغلب,,
,الشربالجوديا,الشربالجوديا,,الشربالجود_يا,,
,ولدي,بني,,ولدي,,
,اقتني,اقتني,,اقتني,,
,لك,لك,لك,لك,,
,قلبوديع,قلبًوديع_وكونمحتملفيمصيبتك,,قلبوديع,,
,واناة,,,ومتطعواناةًوروحًهاديه,,
,روح,,روح,,,
,واحتمال,,الأحتمالومشيّةصالحهلأن,واحتمال,,
,ومشية,,,ومشيةً,,
,صالحهاقتنيلك,,,صالحهاقتنيلك,,
,لان,لان,,لان,,
,ليس,ليس,ليس,ليس,,
,,احسنمنالوداعهوالاحتمال_,,شيّ,,
,فيالدنيا,,فيالدنيا,فيالدنيا,,
,شي,,شي,,,
,افضل,,أفضل,افضل,,
,منها,,منها,منها,,
,وتعيش,وتعيش,وتحيىحياتطيبهياابنيلا,وتعيش,,
,حياةهنية,عيشةًهنيهلديدهيابني,,حياتًهنيَّه,,
,لذيذهياولدي,,,لذيذه_ياولدي,,
,لا,لا,,لا,,
,تبعد,تبعد,تبعد,تبعد,,تبعد
,محبكالاول,محبكالاول,محبّكالأوّللأنمحبّكالآخرلم,محبكالاول,,محبكالاول
,ليلا,ليلا,,ليلا,,لانمحب
,محبك,ينفرعنكالاخرولا,,محبك,,
,الاخير,,,الاخير,,الاخير
,لم,,,لم,,ما
,يدوم,يدوم,يدوم,يدوم,,يدوم
,معك,,عليكيا,معك_,,عليك_يا
,يا,يا,ولديأفتقدالمسكينفيوقتضيقتهوحدّثلهقدّام,يا,,ولدى
,بني,بني,,ولدي,,
,افتقدمحبك,افتقدمحبك_,,افتقدمحبك,,
,,وحدتلهكلمة,,فيالشده,,
,وحدَّثله,,,وحدَّثله,,
,الخيرقدام,الخيرقدام,,الخيرقدام,,
,السلطان,السلطان,السلطان,السلطان,,
,وقول,,وأجتهدحتَّى,وقول,,
,حتي,,,حتىتخلصه,,
,تفلته,,تفلته,,,
,من,,من,من,,
,فم,,فمَ,فم,,
,السبع,,السبع,السبع_,,
,يا,يا,يا,يا,,
,بني,بني,ابني,ابني,,
,لاتفرحبموت,لاتفرحبموت,لاتفرحبموت,لاتفرحبموت,,لاتفرحبموت
,عدوك,عدوك_,عدوَّكلأن,عدوك,,عدوك
,بل,وكوناعلم,,بل,,لان
,ترنَّم,,,ابشر,,
,انك,انك,,انك,,
,وانت,,,,,
,بعد,بعد,بعد,بعد,,بعد
,يوم,قليل,قليل,قليل,,قليل
,تكون,تكونجارهُ,تكون,,,تكون
,جيرانه,,جيرانه,جيرانه,,جيرانه
,فيالقبريا,فيالقبريا,ياابني,فيالقبر_يا,,فىالقبر_ياولدىكلمن
,ولدي,بنيوقرَّ,,ولدي,,
,كل,,كل,كل,,
,من,من,من,من,,
,هو,هو,هو,هو,,هو
,اكبر,اكبر,أكبر,اكبر,,اكبر
,منك,منك_,منك,منك,,منك
,وقره,,أسبقعليهبسلاموالرجلالصالحكرّمه,كرمه,,وقره
,وكرمه,,ووقره,ووقره,,
,وقوم,,وقول,وقوم,,
,له,,له,له,,
,واسبق,واسبق,حتىيصليعليكياابني,واسبق,,واسبق
,عليه,عليه,,عليه,,له
,بالسلام,بالسلام_,,بالسلام,,بالسلام_
,وانهو,والرب,,وانهو,,وانهو
,لم,,,لم,,مايوفيك
,يكافيك,يكافيك,,يكافيك,,
,,عنهيابنيرجلًيخاف,,,,
,الله,الله,,الله,,الله
,يكافيكياولدي,خاف,,يكافيك_ياولدي,,يوفيك_ولرجلٍصالحكرمه
,لرجل,,,اذاوجدترجلً,,
,صالحخايفالله,,,صالحخايفالله,,
,كرّمه,,,كرمهواسمع,,
,واستمعلهواقبل,,,,,واستمعلهواقبل
,له,,,,,
,قوله,,,قوله,,قوله
,ليصلي,,,ليصلى,,ليصلى
,عليكويبارككيا,,,عليكويباركك_يا,,عليك_ياولدىانتريد
,بني,,,ولدي,,
,,,,,,ان
,ان,,,ان,,
,انت,,,انت,,
,حبر,,,رفيق,,
,اللهفي,,,اللهفي,,
,طهاره,,,طهارة,,
,كونامامه,,,كونامامه,,
,وفينقاوهوقداسه,,,ونقواةوقداسة,,
,كوناخدمهومن,,,كوناخدمهومن,,
,امامه,,,قدامه,,
,لاتغيبواحظر,,,لاتغيبواحظر,,
,منه,منه,,منه_,,
,يا,ووقرهحتييبارككيابني,,يا,,
,بني,إن,إن,ابني,,
,ان,,,ان,,
,,كان,كان,كان,,
,يقومون,الماءيقففيالمجراوالطيورتصلللسماء_,المآءيقوم,يقومون,,
,الماى,,,المافىالمجارى,,
,فيالمجاري,,فيالمجاري,,,
,وان,,والعصافير,وان,,
,تطير,,تطير,تطير,,
,العصافير,,إلىالسمآءوإن,العصافير,,
,في,,,فى,,
,السما,,,السما,,
,وان,وان,,وان,,
,كانالغراب,كانالغراب,كانالغراب,كانالغراب,,
,الاسود,,الأسود,الاسود,,
,يبيّض,يبيض,يبيض,يبيض,,
,وان,والمرَّ,وإنالمرَّيحلى,وان,,
,يحلا,يحلا,,حلا,,
,المر,,,المر,,
,ويكون,,ويكون,,,
,مثلالعسل,مثلالعسل_,مثلالعسل,مثلالعسل,,
,,,,ليس,,
,يمكن,يمكن,يمكن,يمكن,,
,الاحمقوالجاهل,ان,إن,,,
,,الجاهل,الجاهل,الجاهل,,
,,والاحمق,والأحمقيتأدبون,والاحمق,,
,يتادب,يتادب,,يتادب,,
,ويتفهم,ويفهميابني,,ويتفهَّم_ياابنيتريدان,,
,ياابني,,ياابني,,,
,اناردت,اناردت,اناردت,,,
,انك,انك,حتَّى,,,
,تكونحكيم,تكونحكيم_,تكونحكيم,تكونحكيم,,تكونحكيم
,احفظ,احفض,أضبط,احفظ,,احفظ
,لسانك,لسانك,لسانك,لسانك,,السانك
,منالكذب,منالكذب_,منالكذب,منالكذب,,منالكذب
,ويديك,ويدك,ويدك,وايديك,,ويديك
,منالسرقه,منالسرقه,منالسرقه,منالسرقه,,منالسرقه
,وعينيك,وعينك,وعينك,وعينيك,,وعينيك
,من,من,من,من,,من
,النظر,النظر,نظر,النظر,,نظر
,الوقح,الوقح_,الوقح,الوقح,,القبيح
,وتدعا,فتكون,فتدعى,وتدعا,,وتدعا
,حكيم,حكيم,حكيم,حكيم_,,حكيم_
,,ماهر,,,,
,يا,يا,يا,يا,,يا
,بني,بني,ابني,ابني,,ولدىفىزمان
,,,في,,,
,,كون,,كون,,
,في,في,,في,,
,شيبوبتك,ايامشبابكوديعمتظعحتيتكونفيكبرك,شبوبيتك,شبوبيتك,,شبوبيتك
,كون,,كون,,,كون
,وديع,,متواضعحيثفي,وديع,,وديع
,متمَّكك,,,متمكن,,
,وكون,,,وكون,,وكون
,هادي,,,هادى,,
,,,,حليم,,حليم
,ساكنمطيع,,,ساكنمطيع,,وساكنومطيع
,حتي,,,حتى,,حتى
,فيشيخوختك,,,فيشيخوختك,,فى
,,,شيخوخيتك,,,شيخوخيتك
,تكون,,تكون,تكون,,تكون
,مكرم,مكرم,مكرَّموموقَّرمن,مكرم,,مكرم
,موقر,موقر,,موقر,,
,ومن,يابنيلاتقومقبال,,ومن,,ومن
,كل,,كل,كل,,كل
,احد,,أحد,احد,,احد
,تنحبيا,,تنحبيا,تنحب_يا,,تنحب_يا
,بني,,ابني,ابني,,ولدىلاتقوملما
,لاتقوم,,لاتقوم,لاتقوم,,
,لقا,,لقا,للقا,,
,الرجل,الرجل,الرجل,الرجل,,الرجل
,بزمان,في,في,فى,,فى
,,ايام,,زمان,,ايام
,رياستهولا,رياستهولا,رياستهولا,رياستهولا,,رياستهولا
,لقا,لقا,لقى,للقا,,لما
,النهر,النهر,النهر,النهر,,النهر
,,في,في,في,,فى
,زمان,زمان,,,,زمان
,كثرة,زيادته,زيادته,زيادته,,
,امواجه,,,وامواجه_,,امواجه
,يا,يا,,يا,,_ياولدى
,بني,بني,,ابني,,
,عينالانسانماتشبع,عينالانسانماتشبع,,عينالانسانماتشبع,,
,الاثاث,منكترةالمال_لكنماتملاالاَّ,,منالاثات,,
,والمال,,,والمال,,
,حتي,,,حتى,,
,تشبع,,,تشبع,,
,منالتراب,منالتراب,,منالتراب_,,
,يا,يا,يا,يا,,
,بني,بني,ابني,ابني,,
,لا,لا,لا,لا,,لا
,تسعا,تسعي,تسعى,تسعى,,تسعا
,في,في,فيأمر,فى,,فى
,امر,امر,,امر,,امر
,زواج,الزواج_لانإن,زواج,زواج,,زواج
,لان,,إنصار,لان,,لان
,ان,,,ان,,
,كان,كان,,كان,,كان
,,فيه,,,,
,خير,خير,خير,خير,,خير
,فما,ما,فما,ما,,ما
,يحمدوك,يشكروكوإن,يمدحوك,يمدحوك,,حمدوك
,وان,,وأن,وان,,وان
,كان,كان,كان,كان,,كان
,شريذموكويلعنوكيا,فيهشرَّيدموكويشتموكيابنيان,شرّيلعنوكياابنيإن,شريذموكويلعنوك_يا,,شريذموكويلعنوكيا
,بني,,,ابني,,ولدى
,كل,,,كل,,
,منهوبهيفيلبسههكذا,,,,,
,هو,,,هو,,
,فيكلمتهومنهورزىحقيرفيلبسه,,,بهىبلبسه,,
,هكذاهو,,,هكذاهو,,
,فيكلمته,,,بكلمته_,,
,يا,,,يا,,
,بني,,,ابني,,
,انكان,,,انكان,,
,سرقتسرقه,سرقتسرقه,سرقتسرقه,سرقتسرقه,,
,شي,,,شيًا,,
,وعلمبكالسلطان,وعلمبكالسلطان_,وعلمبكالسلطان,وعلمبكالسلطان,,
,اعطيله,اعطيه,فأعطيهجز,اعطيله,,
,منها,منها,,منها,,
,جزو,جزوًا,,جزوًا,,
,نصيبه,,نصيبه,نصيبه,,
,حتي,حتي,حتَّى,حتى,,
,تخلص,تخلص_,تخلص,تخلص,,
,والا,ولاتدوق,وإنلاتعطي,والا,,
,كلشي,كلشي,كلشي,كلشي,,
,مرتذوق,مرَّ,مرّ,مُرتذق,,
,وكلشدايد,,,وكلشدايد,,
,تقاسي,,تقاسي,تقاسي,,
,يابنياصحب,يابنياصحب,وكلعنود,_,,
,,منهو,ياابنيصاحب,ياابنيصاحب,,
,لك,,لك,لك,,
,يدكانت,,يدَّكيدَّاممتليه,يدكانت,,
,منقديم,منقديم,,منقديم,,
,شبعه,شبعانوصارجايع_ولاتصحبمنكانجيعانوشبع,شبعانه,شبعانه,,
,وجاعت,,,وجاعت,,
,ولا,,ولا,ولا,,
,تختارلك,,,,,
,يدكانت,,يدكانت,يدكانت,,
,منقديم,,فارغهوأمتلت,,,
,جايعهوشبعةيا,,,جايعهوشبعة_يا,,
,بني,,,ولدي,,
,كلبيتركاصحابهالاولين,,,كلبيتركاصحابهالاولين,,
,وياتخلفكفيكل,,,وياتىوراكبكل,,
,حجراضربه,,,حجراضربه,,
,لانه,,,لان,,
,عندك,,,عندك,,
,لم,,,ايضاما,,
,يقف,,,يقف_,,
,يا,يا,,يا,,
,بني,بني,,ابنى,,
,دع,دع,,دع,,دع
,يضربك,يظربك,,يضربك,,يضربك
,رجلحكيم,رجلحكيم,,رجلحكيم,,رجلحكيم
,عصيكثيرين,بعصاه,,عصىكثيره,,
,ولايدهنكرجل,ولايدهنكرجل,,ولايدهنكرجل,,ولايدهنكرجل
,احمق,,,احمق,,احمق_
,جاهل,جاهل,,جاهل,,
,بدهن,بدهن,,ادهانلذيذهوطيب_,,
,لذيذ,,يا,يا,,يا
,طيب,طيب,ابنيمن,ابنيمن,,ولدى
,يابنيمن,,,,,
,صدق,,صدق,صدق,,صدق
,في,,فيالمحبَّه,فى,,فى
,المحبه,,,المحبه,,المحبه
,نال,,نال,نال,,نال
,عز,,عزَّ,عز,,عز
,الدنيا,,الدنيا,الدنيه,,الدنيا
,ونعيم,,ونعيم,ونعيم,,ونعيم
,الاخره,,الآخرهياابنيأربعه,الاخره,,الاخره_
,يا,يا,,يا,,يا
,بني,بني,,ولدي,,ولدى
,اربعه,اربعه,,اربعه,,اربعه
,لا,لا,لا,لا,,لا
,يثبت,يتبت,يثبت,يثبت,,يثبت
,معها,معها,معها,معها,,معها
,ملكعسر,ملكعسر,َملِك,الملك,,ملكعسر
,,,عسكر,عسكر,,
,الوزير,الوزير,الوزير,الوزير,,الوزير
,وسو,وسوَّ,وسوء,وسو,,وسو
,التدبير,التدبير,التدبير,التدبير,,التدبير
,وخبث,وخبت,وخبث,وخبث,,وخبث
,النيه,النيه,النيَّه,النيه,,النيه
,وظلم,وظلم,وظلم,وظلم,,وظلم
,الرعيه,الرعيه,الرعيَّهياابني,الرعيَّه_ياابني,,الرعيه_
,يابنياربعه,يابنياربعه,أربعه,اربعةًاخر,,
,لا,لا,لا,,,
,تكتم,تختفي_,تكتم,,,
,العاقل,العاقل,العاقل,العاقل,,
,والاحمق,والاحمق,والأحمق,والاحمق,,
,والغني,والغني,والغني,والجاهلوالغنى_,,
,والفقير,والفقير،,والفقير,,,
