Borg_ar_201,Camb_Add_2886,Cambrigde_Add_3497,GCAA_00486,Mingana_ar_christ_93_84,Mingana_syr_133,Ms_orient_A_2652,Or_1292b,Paris_Arabe_3637,Vat_ar_2054
,بنساها_,بنساها,,,,بنساها_,بنساها,انساها,
,يا,يا,يا,,يا,يا,يا,(يا,
,ولدي,بنى,بني,,بني,بنيّ,بني,بني),
,انتصرت,انتصرت,انتصرت,,انتصرت,انتصرت,انتصرت,انتصرت,
,مثل,مثل,متلتعبان,,مثل,مثل,مثل,مثل,
,الثعبان,تعبانًا,,,ثعبان,ثعبانًا,ثعبان,ثعبانًا,
,راكب,راكبًا,راكب,,راكب,راكبا,راكبًا,راكبًا,
,على,على,علي,,على,على,علي,علي,
,عوسجه,عوسجه,عوسجه,,عوسج,عوسجه_,عوسجة,عوسجة,
,وهو,وهم,وهو,,وهو,وهم,وهم,وهم,
,في,فى,في,,فى,في,في,في,
,وسطالنهر,وسطالنهر,وسطالنهر,,وسطالنهر,وسطالنهر_,وسطالنهر,وسطالنهر_,
,نظرهم,فنظرهم,فنضرهم,,فنظرالديب,فنظرهم,فنظرهم,فنظرهم,
,ديب,ديب,ديب,,,ديب,ديب,ديب,
,وقال,وقال,فقال,,فقال,وقال,وقال,وقال,
,شر,شر,شر,,شر,شرًّ,شر,شر,
,على,على,علي,,على,على,علي,علي,
,شر,شر,شر,,شر,شرّ,شر,شر,
,والذي,والذى,والدي,,والذى,والذي,والذي,والذي,
,اشر,اشر,اشر,,اشر,اشرّ,اشر,اشر,
,منهم,منهم,منهم,,منهم,منهم,منهم,منهم,
,يدبرهم,يدبرهم,يدبر,,يدبّر,يدبّرهم,يدبرهم,يدبرهم,
,اثنينهم,اتنينهم,اتنينهم,,اثنينهم,اثنينهم,اتنينهم,اتنينهم,
,_يا,يا,ياولديانا,,ياولديانا,_يا,يا,(يا,
,ولديانا,بنى,ماكولان,,,بنيّ,بني,بني),
,,انا,,,,انا,انا,انا,
,,,جيد,,,,,,
,اطعمتك,,,,,,,,
,ماكولًا,ماكولًا,اطعمك,ماكولًا,ماكولًا,ماكولًا,ماكولًا,ماكولًا,
,,جيد,,,,جيد,,,
,جيدًا_,,,لديدا,جيّد,,جيدًا,جيدًا,
,,اطعمتك,,اطعمتك,اطعمتك,اطعمتك_,اطعمتك,اطعمتك,
,وانتخبزحافما,وانتخبزحافما,وانتخبزحافما,وانتخبزحافما,وانتخبزحافما,وانتخبزحافما,وانتخبزحافما,وانتخبزحافما,
,اطعمتني_,اطعمتنى,اطعمتني,اطعمتني,اطعمتني_,اطعمتني_,اطعمتني,اطعمتني,
,ياولديانااسقيتك,انا,انا,انا,انا,انا,انا,(انا),
,,,,مشروبجيد,السكّر,,,,
,ما,,,ما,,,,,
,السكر,السكر,السكر,السكر,,السكر,السكر,السكر,
,والشراب,والشراب,والشراب,,والشراب,والشراب,والشراب,والشراب,
,الجيد,الجيد,الجيد,,الطيب,الجيد,الجيد,الجيد,
,,اسقيتك,اسقيتك,اسقيتك,اسقيتك,اسقيتك_,اسقيتك,اسقيتك,
,,وانت,الجيدوانتخبزحافمااطعمتني,,وانت,وانت,وانت,وانت,
,وانتما,ماء,وانتما,وانتما,ماء,مآ,ماء,ماء,
,من,من,من,مالح,من,من,من,,
,البير,البحر,البير,,الجب,البحر,البحر,,
,ما,ما,ما,,ما,ما,ما,ما,
,اسقيتني,اسقيتنى,اسقيتني,اسقيتني,اسقيتني_,اسقيتني_,اسقيتني,اسقيتني,
,يا,,,انارفعتكونصبتكوعليتكوفيمجلسالملكاجلستك,,,,(يا,
,ولدي,,,,,,,بني),
,انا,انا,انا,,انا,انا,انا,انا,
,علمتكوربيتك,علمتكوربيتك,علمتكوربيتك,,علمتكوربيتك,علّمتكوربّيتك,علمتكوربيتك,علمتكوربيتك,
,_,,واجبتكللوجود,,وجبتكالوجود,,,,
,وانت,,وانت,وانت,وانت,,,,
,حفرتليمطمورهواخفيتني,,حفرتليمطمورهواخفيتني,احنيتنيوكببتنيوتحتالارضطمرتنه,حفرتليمطمورهواخفيتني,,,,
,ياولديربيتك,,اناربيتك,اناربيتك,اناربيتك,,,,
,احسن,احسن,احسن,وعلمتكومثل,احسن,احسن,احسن,احسن,
,التربية,تربيه,تربيه,,تربيه,تربيه_,تربيه,تربيه,
,وانشيتك,وانشيتك,وانشيتك,,وانشيتك,وانشيتك,وانشيتك,وانشيتك,
,مثل,مثل,متل,,مثل,مثل,مثل,مثل,
,الارز,الأرز,الارز,الارز,ارز,الارز,الارز,الارز,
,الطايل,الطويل,الطايل,الطايل,الطايل,الطويل_,الطويل,الطويل_,
,وانت,,,انشيتك,وانت,,,,
,احدبتني,وانت,وانت,وانت,اعكفتنيواحدبتنيمنكثره,وانت,وانت,وانت,
,,جدبتنى,جدبتني,عكفتنيوحدبتنيوفيالمطمورااخفيتني,,جدبتني,جدبتني,جدبتني,
,,,,,شرورك,,,,
,واعكفتني,واعكفتنى,واعكفتني,,,واعكفتنى,واعكفتني,واعكفتني,
,ياولدي,من,من,ياولدي,,من,من,من,
,,,شرورك,,,,,,
,,اساياك,,,,اساياك_,اساياك,اساياك,
,,,واساياك,,,,,,
,,يا,يا,,يا,يا,يا,(يا,
,,بنى,بني,,بني,بنيّ,بني,بني),
,انا,انا,انا,,انا,انا,انا,انا,
,كان,كان,كان,كان,كنتاظن,كان,كان,كان,
,املي,املى,املي,املهان,,املي,املي,املي,
,منك,,,,,,,,
,انك,انك,انك,,,انك,انك,انك,
,تبنيلي,تبنىلى,تبنيلي,تبنيلي,تبنيلي,تبنيلي,تبنيلي,تبنيلي,
,برجًا,برجًا,برجًا,برجًا,برج,برجًا,برجًا,برجًا,
,حصينًاحتىانستر,حصين,حصين,حصين,حصين,حصين,حصين,حصين,
,,لاستتر,لاستتر,لكياستقر,لاستتر,لاستتر,لاستتر,لاستتر,
,فيه,فيه,فيه,فيه,فيه,فيه,فيه,فيه,
,من,من,من,,من,من,من,من,
,اعداي,اعداى,اعداي,,اعداي,اعداي_,اعداي,اعداي_,
,وانت,وانت,وانت,فانت,فانت,وانت,وانت,وانت,
,صرت,صرت,صرت,,صرت,صرت,صرت,صرت,
,لي,لى,,,لي,لي,لي,لي,
,كالدافن,كالدافن,كالدافن,,كالدافن,كالدافن,كالدافن,كالدافن,
,في,في,في,في,وفي,فى,في,في,
,بطن,بطن,بطن,بطن,بطن,بطن,بطن,بطن,
,الارض,الأرض,الارض,الارض,الارض,الارض_,الارض,الارض,
,لكنالرب,ولكن,لكنالرب,دفنتني,طمرتني,لكنالرب,ولكن,ولكن,
,نجانيورحمنيمنمكرك_ياولدي,,,لكن,لكن,,,,
,,الرب,,الرب,الرب,,الرب,الرب,
,,رحمنىيابنى,رحمني,رحمني,رحمني,رحمني_,رحمني,رحمني,
,,,يا,وخلصنهمنشركك,,يا,,,
,,,ولدي,يا,يا,بنيّ,يا,(يا,
,,,,بني,ولدى,,بني,بني),
,انااردت,انااردت,اناردت,انااردت,اناردت,انااردت,انااردت,انااردت,
,لكالخيروانت,لكالخيروانت,لكالخيروانت,لكالخيروانت,لكالخيروانت,لكالخير_وانت,لكالخيروانت,لكالخيروانت,
,جازيتني,جازيتنى,جازيتني,جازيتني,جازيتني,جازيتني,جازيتني,جازيتني,
,شرًاوقبيح,شرًاوقبيح,شرًاوقبيح,بالقبيحوكلسو,شرًاوقبيح,شرًاوقبيح_,شرًاوقبيح,شرًاوقبيح,
,والان,والان,الان,الان,الان,والان,والان,(والان),
,اريد,اريد,اريد,اريد,اريد,اريد,اريد,اريد,
,اقلع,اقلع,اقلع,اقلع,اقلَّع,اقلع,اقلع,اقلع,
,عينيك,عينيك,عينيك,عينيك,عينيك,عينيك,عينيك,عينيك,
,واجعلكماكلًا,واجعلكماكلًا,واجعلكماكلًا,,واجعلكماكلًا,واجعلكماكلًا,واجعلكماكلًا,واجعلكماكلًا,
,للكلاب,للدياب,للدياب,,للدياب,للدياب_,للدود_,للدياب,
,واقطع,واقطع,واقطع,واقطع,واقطع,واقطع,واقطع,واقطع,
,لسانك_,لسانك,لسانك,لسانك,لسانك,لسانك_,لسانك,لسانك,
,وفي,وفى,وفي,واقطعبالسيف,وفي,وفي,وفي,وفي,
,حد,حد,حد,,,حدّ,حد,حد,
,السيف,السيف,السيف,,السيف,السيف,السيف,السيف,
,اخد,اخد,اخد,,اخذ,اخذ,اخد,اخد,
,راسك,راسك,راسك,راسك,راسك,راسك_,راسك,راسك,
,وجازيك,واجازيك,واجازيك,واجازيك,واجازيك,واجازيك,واجازيك,واجازيك,
,عوضافعالك,عوضافعالك,عوضافعالك,عوضافعالك,عوضافعالك,عوضافعالك,عوضافعالك,عوضافعالك,
,الشنيعه_,الشنيعه,الشنيعه,القبيحه,القبيحه,الشنيعه_,الشنيعه,الشنيعه,
,فلماسمع,,,السمجه,,,,,
,,,,مثلها,مثلها,,,,
,,فاجاب,فاجاب,فاجاب,فاجاب,فاجاب,فاجاب,(فاجاب),
,نادان,نادان,نادان,نادان,نادان,نادان,نادان,نادان,
,من,وقاللحيقار,وقاللحيقار,وقاللحيقار,وقاللحيقار,وقاللحيقار,وقاللحيقار,وقاللحيقار,
,خاله,خاله,,,,خاله,خاله,خاله,
,حيقارهذاالكلامفقال,,,,,,,,
,ياخالي,,,ياخالي,,,,,
,اصنع,اصنع,اصنع,اصنع,اصنع,اصنع,اصنع,اصنع,
,معي,معى,معي,معي,معي,معي,معي,معي,
,مثل,مثل,متل,مثل,مثل,مثل,مثل,مثل,
,معرفتك,معروفك,معرفتك,معروفك,معروفك,معروفك,معروفك,معروفك,
,واغفر,واغفر,واغفر,واغفر,واغفر,واغفر,واغفر,واغفر,
,لي,لىاثامى,لي,لي,لي,لي,لي,لي,
,اثامي,,اتامي,ذنبيوماصنعتمعكمنالاسافمتليمنيخطئ,اثامي,اثامي_,اتامي,اتامي,
,لان,لان,لان,,لان,لان,لان,لان,
,,,,ومتلك,,,,,
,مثلي,مثلى,متلي,,مثلي,مثلي,مثلي,مثلي,
,من,من,من,,من,من,من,من,
,يخطي,يخطى,يخطي,,يخطي,يخطي,يخطي,يخطي,
,,,ومتلك,,,,,,
,ومثلك,ومثلك,,,ومثلك,ومثلك,ومثلك,ومثلك,
,من,من,من,من,من,من,من,من,
,يعفي_اقبلني,يغفر,يعفياقبلني,يعفياقبلني,يعفياقبلني,يغفر_,يغفر,يغفر,
,ياخالي,واقبلنى,,,,واقبلني,واقبلني,واقبلني,
,الان,الان,الان,الان,الان,الان,الان,الان,
,,ان,,حتي,,ان,ان,,
,اخدم,اخدم,اخدم,اخدم,اخدم,اخدم,اخدم,اخدم,
,في,فى,في,,في,في,في,في,
,بيتك,بيتك,بيتك,بيتك,بيتك,بيتك,بيتك,بيتك,
,واسيس,واسوس,واسوس,,واسوس,واسوس,واسوس,واسوس,
,خيلك,خيلك,خيلك,,خيلك,خيلك_,خيلك,خيلك,
,وكنّس,واكنس,واكنس,,واكنس,واكنس,واكنس,واكنس,
,زبل,ذبلهم,زبل,,زبل,زبلهم_,زبلهم,زبلهم,
,دوابك,,دوابك,,بيتك,واربا,,,
,وارعا,وارعا,وارعا,,وارعا,,وارعا,وارعا,
,اغنامك,خنازيرك,خنازيرك,,خنازيرك,خنازيرك,خنازيرك,خنازيرك,
,,لانى,لاني,,لاني,_,لاني,لاني,
,لانني,,,,,لانني,,,
,اناالشريروانت,اناالشريروانت,اناالشريروانت,اناالشريروانت,اناالشريروانت,اناالشريروانت,اناالشريروانت,اناالشريروانت,
,الصالح,الصالح,الصالح,الصالح,الصالح,الصالح_,الصالح,الخيّر_,
,انا,انا,وانا,انا,وانا,انا,انا,وانا,
,المدنب,المدنب,المدنب,المذنب,المذنب,المذنب,المدنب,المذنب,
,وانت,وانت,وانت,وانت,وانت,وانت,وانت,وانت,
,المسامح_,المسامح,المسامح,المسامح,المسامح,المسامح_,المسامح,المسامح_,
,فقال,فقال,فقال,فقال,فقال,فقال,فقال,فقال,
,له,لهُ,له,له,له,له,لهُ,لهُ,
,حيقاريا,حيقاريا,حيقاريا,حيقاريا,حيقاريا,حيقاريا,حيقاريا,حيقار(يا,
,ولدي,بنى,ولدي,ولدي,بني,بنيّ,بني,بني),
,انت,انت,انت,انت,انت,انت,انت,انت,
,مثل,مثل,متل,تشبهالشجرا,مثل,مثل,مثل,مثل,
,الشجره,الشجرة,الشجرة,,الشجرة,الشجره,الشجره,الشجرة,
,الذي,التى,الدي,التي,التي,الذي,التي,التي,
,كانت,كانت,كانت,كانت,كانت,كانت,كانت,كانت,
,علىجانب,علىجانب,,مغروسه,,علىجانب,عليجانب,عليجانب,
,,المآء,بجانب,بجانب,بجانب,المآ,,,
,الما,,الما,الماولمتتمر,الماء,,الماء,الماء,
,عديمت,عديمت,عديمة,,عديمة,عديمة,عديمة,عديمة,
,التمر,التمر,التمر,,الثمر,الثمر_,التمر,التمر,
,فراد,فاراد,فارد,فاراد,فاراد,فاراد,فاراد,فاراد,
,صاحبها,صاحبها,صاحبها,صاحبها,صاحبها,صاحبها,صاحبها,صاحبها,
,ان,,,,,,,,
,يقطعهافقالت,يقطعهافقالت,يقطعهافقالت,يقطعهافقالت,يقطعهافقالت,يقطعها_فقالت,يقطعهافقالت,يقطعهافقالت,
,له,له,له,له,له,له,لهُ,لهُ,
,حولني,حولنى,حولني,حولني,حولني,حوّلني,حولني,حولني,
,الى,الى,الي,,الى,الى,الي,الي,
,مكان,موضع,مكان,مكان,مكان,مكان,موضع,موضع,
,اخر,اخر,اخر,اخر,اخر,اخر,اخر,اخر,
,,,,حتي,,_,,,
,فانلم,فانلم,فانلم,,فانلم,فانلم,فانلم,فانلم,
,اتمر,اتمر,اتمر,اثمر,اثمر,اثمر,اتمر,اتمر,
,الّا,فاقطعنىفقاللهاصاحبهاوانتى,,,,,فاقطعني_,فاقطعني_,
,اقطعني_,,اقطعني,,اقطعني,اقطعني_,,,
,فقاللها,,فقاللها,فقاللها,فقاللها,فقاللها,فقاللها,فقاللها,
,صاحبها,,صاحبها,,صاحبها,صاحبها,صاحبها,صاحبها,
,انت,,,,,_,وانتيعليجانبالماء,وانتيعليجانبالماء,
,,,انتي,انتي,انتي,انتي,,,
,علىجانب,علىجانب,علي,علي,على,علىجانب,,,
,الما,المآء,جانبالما,جانبالماطولعمرك,جانبالما,الما,,,
,لم,لم,ولم,ولم,ولم,لم,لم,لم,
,تثمري,تثمرى,تتمري,تثمري,تثمري,تثمري_,تتمري,تتمري,
,كيف,فكيف,فكيف,فكيف,فكيف,فكيف,فكيف,فكيف,
,تتمرى,تتمرى,تتمري,انحولتكعنالماتعطيتمر,تثمري,تثمري,تتمري,تتمري,
,وانت,وانت,,,,وانتي,وانتي,وانت,
,في,فى,في,,في,في,في,في,
,غيرمكان,غيرمكان,غيرمكان,,غيرمكان,غيرمكان_,غيرمكان,غيرمكان,
,يا,يا,يا,يا,يا,يا,يا,(يا,
,ولدي,بنى,بني,ولدي,ولدي,بنيّ,بني,بني),
,شيخوخةالنسر,شيخوخةالنسر,شيخوخةالنسر,شيخوخةالنسر,شيخوخةالنسر,شيخوخةالنسر,شيخوخةالنسر,شيخوخةالنسر,
,اخيرمن,اخيرمن,اخيرمن,افضلمن,اخيرمن,اخيرمن,اخيرمن,اخيرمن,
,شبوبية,شبوبية,شبوبية,شبوبيت,شبوبيت,شبوبية,شبوبية,شبوبية,
,الغراب,الغراب,الغراب,الغراب,الغراب,الغراب_,الغراب,الغراب,
,_ياولدي,يا,يا,يا,يا,يا,يا,(يا,
,,بنى,بني,بني,بني,بنيّ,بني,بني),
,قالواللديبابعدعنالغنمليلا,قالواللديبابعدعنالغنمليلا,قالواللديبابعدعنالغنمليلا,ادخلو,قالواللديبابعدعنالغنمليلا,قالواللديبابعدعنالغنمليلا,قالواللديبابعدعنالغنمليلا,قالواللديبابعدعنالغنمليلا,
,يوذيك,يوديك,يوديك,,يوذيك,يوذيك,يوديك,يوديك,
,غبارهم_فقال,غبارهمفقال,غبارهمفقال,,غبارهمفقال,غبارهم_فقال,غبارهمفقال,غبارهمفقال,
,الديب,لهمانغبارهم,لهمانغبارهم,الديب,لهمانغبارهم,لهمانغبارهم,لهمانغبارهم,لهمانغبارهم,
,غبارالغنم,,,الى,,,,,
,نافع,نافع,نافع,,نافع,نافع,نافع,نافع,
,لعيناي_,لعيناىياولدى,لعيناي,,لعيناي,لعيناي,لعيناي,لعيناي,
,,,,,,_,,,
,ياولدي,,ياولدي,,ياولدي,ياولدي,ياولدي,(ياولدي),
,ادخلواالديب,ادخلواالديب,ادخلواالديب,,ادخلواالديب,ادخلواالديب,ادخلواالديب,ادخلواالديب,
,للكتاب,للكتاب,للكتاب,الكتاب,الكتاب,للكتّاب,للكتاب,للكتاب,
,حتى,حتى,حتي,حتايعلموهالقراه,حتى,حتى,حتي,حتي,
,يتعلم,يتعلم,يتعلم,,يتعلم,يتعلّم,يتعلم,يتعلم,
,,,,فقال,,,,,
,القرايه,القراءه,القراية,,القرااه,القرايه_,القراءه,القراءه_,
,,,فقال,,فقال,,,,
,فقالوا,فقالوا,,,,فقالوا,فقالوا,فقالوا,
,له,له,له,له,له,له,لهُ,لهُ,
,,,المعلم,المعلم,المعلم,,,,
,قول,قول,قول,قول,قول,قول,قول_,قول,
,الف,الف,الف,اليف,الف,الف_,الف_,الف_,
,بَا_,با,با,,با,با_,با_,با,
,,,ناثا,,,,,_,
,,,,,تا,,,,
,,تا,,,,تا_,,تا_,
,قال,,قال,قال,قال,,,,
,خروف,سافقال,خروف,,خروف,سا_فقال,سا_فقال_,سا_فقال,
,وجدي,,وعنز,,عنزي,,,,
,,خاروف,,,,خاروف_,خاروف_,خاروف_,
,,عنز,,عنز,,عنز_,عنز_,عنز_,
,,جدىغنم,جدي,جدي,جدي,جدي,جدي_,جدي_,
,,,,خاروف,,,,,
,,,,,,,غنم_,غنم_,
,,كما,كما,,كما,كما,كما,كما,
,في,فى,في,,فى,فى,في,في,
,بطني_يا,بطنىيابنى,بطنييا,,قلبي,بطني_يا,بطنييا,بطني_(يا,
,ولدي,,,يا,يا,بنيّ,,,
,,,بني,ولديصدق,بني,,بني,بني),
,وضعوا,وضعوا,وضعوا,,وضعوا,وضعوا,وضعوا,وضعوا,
,,راس,راس,,راس,راس,راس,راس,
,الحمار,الحمار,الحمار,,الحمار,الحمار,الحمار,الحمار,
,على,على,علي,,على,على,علي,علي,
,المايدهفوقعوبدا,المايدهفوقعوبدا,المايدهفوقعوبدا,,المايدهفوقعوبدا,المايده_فوقعوبدا,المايدهفوقعوبدا,المايدهفوقعوبدا,
,يتمرمغ,يتمرغ,يتمرغ,,يتمرَّغ,يتمرّغ,يتمرغ,يتمرغ,
,في,فى,في,,في,في,في,,
,التراب_,التراب,التراب,,التراب,التراب_,التراب,,
,فقال,فقال,فقال,,فقالوا,فقال,فقال,,
,ادعوهيتمرمغ,دعوه,دعوه,,دعوه,دعوه,دعوه,,
,,يتمرغ,يتمرغ,,يتمرّغ,يتمرّغ,يتمرغ,,
,لانطبعهما,لانطبعهما,لانطبعهما,,لانطبعهما,لانطبعهما,لانطبعهما,لانطبعهما,
,يتغير_,يتغير,يتغير,,يتغيّر,يتغيّر_,يتغير,يتغير,
,يا,يا,يا,,يا,يا,يا,(يا,
,ولدي,بنى,ولدي,,ولدي,بنيّ,بني,بني),
,قد,قد,قد,,قد,قد,قد,قد,
,ثبت,تبت,تبت,,ثبت,ثبت,تبت,تبت,
,القول,القول,القول,,قولمن,القول,القول,القول,
,الذي,لمن,لمن,الذي,,لمن,لمن,لمن,
,قال,قال,قال,قال,قال,قال_,قال_,قال_,
,اذا,اذا,ادا,انالذىتولده,اذا,اذا,اذا,اذا,
,ولدتولدًا,ولدتولدًا,ولدتولدًا,,ولدتولدًا,ولدتولدًا,ولدتولدًا,ولدتولدًا,
,ادعيهابنك_,ادعيهابنك,ادعيهابنك,ادعيهابنك,ادعيهابنك,ادعيهابنك_,ادعيهابنك_,ادعيهابنك_,
,واذا,واذا,وادا,والذيتربيه,واذا,واذا,واذا,واذا,
,ربيت,ربيت,ربيت,,ربيت,ربيّت,ربيت,ربيت,
,ولدًا_,ولدًا,ولدًا,,ولدًا,ولدًا,ولدًا,ولدًا,
,ادعيه,ادعيه,ادعيه,ادعيه,ادعيه,ادعيه,ادعيه,ادعيه,
,عبدك_,عبدًا,عبدك,عبدك,عبدك,عبدًا_,عبدًا,عبدًا,
,يا,يا,يا,يا,يا,يا,يا,(يا,
,ولدي,بنى,بني,بني,بني,بنيّ,بني,بني),
,الذي,الذى,الدي,الذي,الذى,الذى,الذي,الذي,
,يعملالخير,يعملالخير,يعملالخير,يعملالخير,يعملالخير,يعملالخير,يعملالخير,يعملالخير,
,_خير,خيرًا,خيرًا,يلقيالخير,خيرًا,خيرًا,خيرًا,خيرًا,
,يلقا_,يلقا,يلقا,,يلقا,يلقا_,يلقا,يلقا_,
,والذي,والذى,والدي,والذي,والذي,والذى,والذي,والذي,
,يصنع,يصنع,يصنع,يصنع,يصنع,يصنع,يصنع,يصنع,
,الشر_,الشر,الشر,الشر,الشر,الشرّ,الشر,الشر,
,شرًا,شرا,شرًا,يلقاهايضًا,شرًا,شرًا,شرًا,شرًا,
,يلقا_,يلقا,يلقا,,يلقا,يلقا_,يلقا_,يلقا,
,لانالرب,لانالرب,لانالرب,لانالرب,لانالرب,لانالرب,لانالرب,لانالرب,
,يجازي,يجازى,يجازي,يجازي,يجازي,يجازي,يجازي,يجازي,
,الانسان,الانسان,الانسان,الانسان,الانسان,الانسان,الانسان,الانسان,
,على,على,علي,علي,على,على,علي,علي,
,قدر,قدر,قدر,قدر,قدر,قدر,قدر,قدر,
,عمله_,عمله,عمله,افعالهواعماله,عمله,عمله_,عمله_,عمله_,
,يا,يا,يا,يا,يا,يا,يا,(يا,
,ولدي,بنى,بني,ولدي,ولدى,بنيّ,بني,بني),
,ايش,ايش,ايش,ايش,ايش,ايش,ايش,ايش,
,اقوللك,اقوللك,اقوللك,اكلمك,اكلمك,اقوللك,اقوللك,اقوللك,
,اكتر,اكثر,اكتر,اكثر,اكثر,اكثر,اكثر,اكثر,
,من,من,من,من,من,من,من,من,
,هذا,هذا,هدا,هذا,هذا,هذا,هذا,هذا,
,القول_الان,الكلاملان,الكلاملان,الكلاملان,الكلاملان,الكلام_لان,الكلاملان,الكلاملان,
,الله,الله,الرب,الرب,الله,الله,الله,الله,
,عالم,عالم,عالم,عالم,عالم,عالم,عالم,عالم,
,الخفايا,بالخفايا,الخفيا,الضمايروالسروالخفاياوهو,الخفايا,الخفايا_,بالخفايا,بالخفايا,
,ويعرفالسرايروالضماير_فهو,ويعرفالسرايروالضمايرفهو,ويعرفالسرايروالضمايرفهو,,ويعرفالسرايروالضمايرفهو,ويعرفالسرايروالضماير_فهو,ويعرفالسرايروالضمايرفهو,ويعرفالسرايروالضمايرفهو,
,يجازيكويحكم,يجازيكويحكم,يجازيكويحكم,يجازيكويحكم,يجازيكويحكم,يجازيكويحكم,يجازيكويحكم,يجازيكويحكم,
,بيني,بينى,بيني,بيني,بيني,بيني,بيني,بيني,
,وبينك_,وبينك,وبينك,وبينك,وبينك,وبينك,وبينك,وبينك,
,,,,,,_,,,
,ويكافيكبماتستحق_,ويكافيكبماتستحق,ويكافيكبماتستحق,ويكافيكبماتستحق,ويكافيكبماتستحق,ويكافيكبماتستحق_,ويكافيكبماتستحق,ويكافيكبماتستحق,
