162,Add_2020,Add_7200,Ar_7/229,Manuscrit_4122,Or_2313,Sachau_162,Sado_no_9,Syr_80
,,ܐܢܬܒܛܒ܂܂ܒܪܝܐܢܚܙܐܐ[܂܂],ܡܠܠܥܡܗ܀,ܐܢَܬܒܚܟܡܬܐ܆,,ܡܠܠܥܡܗ܀,ܐܢ̄ܬ,ܐܢ̄ܬ
,ܒܪܝ,,܂܂܂܂܂܂٢٤܂ܒܪܝ܂,,,ܒܪܝ,ܒܚܟܡܬܐ܂܂,ܒܚܟ̱ܡܬܐ܂
,,,,ܒܪܝܐܢ,,,ܒܪܝܐܢ,ܒܪܝܐܢ
,,,ܚܟܝܡܐ,,,,,
,,,ܐܢ,,,,,
,ܢܦܠ,,,ܢܦܠ,,ܢܦܠ,ܢܦܠ,ܢܦܠ
,,,,,,ܚܟܝܡܐ,,
,,,ܢܦܠ,,,,,
,ܥܘܠܐܘܠܐ,,,ܥܘܠܐܘܠܐ,,,ܥܘܠܐܘܠܐ,ܥܘܠܐܘܠܐ
,ܩܐܡ܂,,ܘܡܬܟܪܗ܆ܦܫܝܩܠܗܠܐܣܝܐܕܢܥܨܒܝܘܗܝ܂,ܩܐܡ܆,,ܘܩܐܡ܂,ܩܐܡܡܐܢܐܠܐܡܬܬܙܝܥ܂,ܩܐܡ܂
,ܘܟܐܢܐܠܐ,,ܘܣܟܠܐ,ܘܟܐܢܐܠܐ,,ܘܣܟܠܐ,,ܘܟܐܢܐܠܐ
,ܡܬܬܙܝܥ܉,,ܕܢܦܠ܆ܠܝܬܣܡܐܕܢܥܨܘܒܠܚܒܪ̈ܬܗ܀٢٥܆ܒܪܝ܂,ܡܬܬܙܝܥ܆,,ܟܠܝܘܡܡܬܬܩܠ܀,,ܡܬܬܙܝܥ܆
,ܡܛܠ,,,ܡܛܠ,,,ܡܛܠ,ܡܛܠ
,ܕܐܠܗܥܡܗ܀,,,ܕܐܠܗܐܥܡܗ,,,ܕܐܠܗܐܥܡܗ,ܕܐܠܗܐܥܡܗ
,,,,ܗَܘ܆,,,ܗܘ܂܂,ܗܘ܂
,ܒܪܝ,,,ܒܪܝ,,ܒܪܝ,ܒܪܝ,ܒܪܝ
,ܒܪܟܡܢ,,ܒܪܟܡܢ,ܒܪܟܡܢ,,ܒܪܟܡܢ,ܒܪܟܡܢ,ܒܪܟܡܢ
,ܡܚ̈ܘܢ,,,ܡܚ̈ܘܢ,,ܡܚ̈ܘܬܐ,ܡܚܘܢ,ܡܚܘ̈ܢ
,,,ܡܚܘ̈ܬܐ,,,,,
,ܠܐ,,ܠܐ,ܠܐ,,ܠܐ,ܠܐ,ܠܐ
,ܬܟܠܐ܂,,ܬܟܠܐ܂,ܬܟܠܐ,,ܬܟܠܐ,ܬܟܠܐ,ܬܟܠܐ܂
,ܡܛܠ,,ܡܛܠ,ܡܛܠ,,ܡܛܠ,ܡܛܠ,ܡܛܠ
,,,,,,,,ܡܚܘ̈ܬܐ
,ܕܡܚܘ̈ܬܐ,,ܕܡܚܘ̈ܬܐ,ܕܡܚ̈ܘܬܐ,,ܕܡܚܘܬܐ,ܕܡܚ̈ܘ̈ܬ̈ܐ,
,ܠܛܠܝܐ,,ܠܛܠܝܐ܆,ܠܛܠܝܐ,,ܠܛܠܝܐ,ܠܛܠܝܐ,ܠܛܠܝܐ
,ܐܝܟܙܒܠܐ,,ܐܝܟܙܒܠܐ,ܐܝܟܙܒܠܐ,,ܐܝܟܙܒܠܐ,ܐܝܟܙܒܠܐ,ܐܝܟܙܒܠܐ
,ܠܦܪܕܝܣܐ܂,,ܠܐܪܥܐ܂,ܠܚܩܠܐ܆,,ܠܐܪܥܐ܂,ܠܦܪܕܝܣܐ܂,ܠܚܩܠܐ܇
,ܘܐܝܟ,,ܘܐܝܟ,ܘܐܝܟ,,ܘܐܝܟ,ܘܐܝܟ,ܘܐܝܟ
,ܐܣܪܐ,,ܐܣܪܐ,ܐܣܪܐ܆,,ܐܣܪܐ,ܐܣܪܐ,ܐܣܪܐ
,ܠܚܡܪܐ܂,,ܠܚܝܘܬܐ,,,ܠܚܝܘܬܐ,ܠܚܡܪ̈ܐ,
,ܐܘ,,,,,,ܐܘ,
,ܠܟܠ,,,ܠܟܠ,,,ܠܟܠ,ܠܟܠ
,ܚܝܘܬܐ܂,,,ܚܝܘܬܐ,,,ܚܝܘܬܐ,ܚܝܘܬܐ܂
,ܘܐܝܟ,,ܘܐܝܟ,ܘܐܝܟ,,ܘܐܝܟ,ܘܐܝܟ,ܘܐܝܟ
,ܚܒܠܐܒܪܓܠܗ,,ܙܓܡܐ,ܚܒܠܐܒܪܓܠܗ,,ܙܓܡܐ,ܚܒܠܐܒܪܓܠܗ,ܚܒܠܐܒܪܓܠܗ
,ܕܚܡܪܐ܀,,ܠܬܪܥܐ܆٢٦܆,ܕܚܡܪܐ܆,,ܠܬܪܥܐ܀,ܕܚܡܪܐ܂,ܕܚܡܪܐ܂
,ܒܪܝܟܒܘܫ,,ܒܪܝܪܕܝ,ܒܪܝܟܒܘܫ,,ܒܪܝܪܕܝ,ܒܪܝܟܒܘܫ,ܒܪܝܟܒܘܫ
,ܒܪܟ,,ܒܪܟ,ܒܪܟ,,ܒܪܟ,ܒܪܟ,ܒܪܟ
,,,ܘܢܢܝܚܟ܂,,,ܘܢܢܝܚܟ,,
,,,ܘܟܒܫ,,,ܘܟܒܫ,,
,,,ܡܬܢܬ̈ܗحٍالبَيهِܙܓܡܐܙܘܓܡܐ)(عارضةالباب,,,ܡܬܢܘܗ,,
,ܥܕܗܘ,,ܥܕܗܘ,ܥܕܗܘ,,ܥܕܗܘ,ܥܕܗܘ,ܥܕܗܘ
,ܛܠܝܐ܂,,ܛܠܐ܂,ܙܥܘܪ܂,,ܛܠܐ,ܙܥܘܪ,ܙܥܘܪ܂
,ܥܕܠܐ,,ܕܠܡܐ,ܥܕܠܐ,,ܕܠܡܐ,ܥܕܠܐ,ܥܕܠܐ
,ܢܥܫܢ,,ܢܥܫܢ,ܢܥܫܢ,,ܢܥܫܢ,ܢܥܫܢ,ܢܥܫܢ
,ܡܢܟ,,,ܡܢܟ,,,ܡܢܟ,ܡܢܟ
,ܘܢܡܪܕ,,ܘܢܡܪܕ,ܘܢܡܪܕ,,ܘܢܡܪܕ,ܘܢܡܪܕ,ܘܢܡܪܕ
,ܥܠܝܟ܂,,ܡܢܟ܂ܘܢܫܢܩܟ܂ܘܒܣܘܪ̈ܚܢܘܗܝ,ܥܠܝܟ܆,,ܥܠܝܟܘܢܫܢܩܟܒܣܘܪ̈ܚ܏ܢܘܒܣܘܪ̈ܚܢܘܗܝܘܬܬܢܟܦܒܟܢ̈܏ܘܫܒܟܢ̈ܘܫܬܐ,ܥܠܝܟ܂,ܥܠܝܟ܆
,ܘܒܟܠܣܘܪ̈ܚܢܘܗܝ,,,ܘܒܟܠܣܘܪ̈ܚܢܘܗܝ,,,ܘܒܟܠܣܘܪ̈ܚܢܘܗܝ,ܘܒܟܠܣܘܪ̈ܚܢܘܗܝ
,ܬܬܢܟܦ܀,,ܬܬܢܟܦ܂,ܬܬܢܟܦ,,,ܬܬܢܟܦ܂܂,ܬܬܢܟܦ܂
,,,ܘܒܟܢܘܫ̈ܬܐ,,,,,
,,,ܢܪܟܢܪܝܫܟ܀,,,ܢܪܟܢܪܝܫܟ܀,,
,ܒܪܝܩܢܝܬܘܪܐ,,٢٧܆,ܒܪܝܩܢܝܬܘܪܐ,,ܒܪܝܩܢܝܬܘܪܐ,ܒܪܝܩܢܝܬܘܪܐ,ܒܪܝܩܢܝܬܘܪܐ
,ܕܡܪܒܥ,,,ܕܬܪܒܥ,,ܡܪܒܥܐ܁ܦܚܡܪܐܕܦܪܣܢ܀ܒܪܝܠܐ,ܕܡܪܒܠܘܚܡܖܐܕܦܪܣܬܢ܂,ܕܬܪܒܥ܆
,ܘܚܡܪܐ,,,ܘܚܡܪܐ,,,,ܘܚܡܪܐ
,ܕܦܪܣܬܢ܉,,,ܕܦܪܣܬܢ܆,,,,ܕܦܪܣܬܢ܆
,ܘܠܐ,,,ܘܠܐ,,,ܘܠܐ,ܘܠܐ
,ܬܩܢܐ,,,ܬܩܢܐ,,ܬܩܢܐ,ܬܩܢܐ,ܬܩܢܐ
,ܥܒܕܐ,,,ܥܒܕܐ,,ܒܕܐ,ܥܒܕܐ,ܥܒܕܐ
,ܥܪܘܩܐ,,,ܥܪܘܩܐ܆,,ܥܪܘܩܐ,ܥܖܘܩܐ,ܥܪܘܩܐ
,ܘܐܡܬܐ,,,ܘܐܡܬܐ,,ܐܦܠܐܐܡܬܐ,ܘܐܡܬܐ,ܘܐܡܬܐ
,ܓܢܒܬܐ܂,,,ܓܢܒܬܐ܆,,ܓܢܒܬܐ܂,ܓܢܒܬܐ,ܓܢܒܬܐ܂
,ܥܠܕܠܐ,,,ܥܠܕܠܐ,,ܛܠܕܐܢܬܫܠܡܒܐܝ̈ܕܝܗܘܢܩܢܝܢܟܠܗ,ܥܠܕܠܐ,ܥܠܕܠܐ
,ܟܠ,,,ܟܠܡܕܡ,,,ܘܟܠ,ܟܠܡܕܡ
,ܡܕܡ,,,,,,ܡܕܡ,
,ܕܩܢܝܬ,,,ܕܩܢܝܬ,,,ܕܩܢܬ,ܕܩܢܝܬ
,ܡܘܒܕܝܢܠܗ,,,ܡܘܒܕܝܢܠܗ,,ܡܘܒܕܝܢܠܗ,ܡܘܒܕܝܢܠܗ,ܡܘܒܕܝܟܠܗܡܢܟ܂
,ܡܢܟ܀,,,ܡܢܟ܆,,ܡܢܟ܀,ܡܢ܂܂,
,ܒܪܝ,,ܒܪܝ,ܒܪܝܡܠܝ̈,,ܒܪܝ,ܒܪܝܡܠܝ̈,ܒܪܝܡܠܝ̈
,ܡ̈ܠܝ,,ܡ̈ܠܝ,ܐَܢܫ̈ܐܕܓܠ̈ܐܐܝܟܣܦܪ̈ܐܫܡ̈ܝܢܢ܆,,ܠܘܛܬܐ,,ܐܢܫ̈ܐ
,ܐ̄ܢܫܐ,,ܐܢ̈ܫܐ,,,,ܐ̄ܢܫܐ,
,ܕܓܠ̈ܐ܉,,ܕܓ̈ܠܐ,,,,ܕܓܠܐ܂,ܕܓ̈ܠܐ
,,,ܘܣܟ̈ܠܐ܆,,,,,
,ܐܝܟܨܦܪ̈ܐ,,ܐܝܟܨܦܪ̈ܐ,,,,ܐܝܟܨܦܪ̈ܐ,ܐܝܟܨܦܪ̈ܐ
,ܫܡܝ̈ܢܢ܂,,ܕܦܪ̈ܚܢܒܐܐܪܘܫܡܝ̈ܢܢ܆,,,,ܫܡܝܢܢ̈,ܫܡܝܢ̈ܟ܂
,ܘܡܢܕܠܝܬ,,ܘܡܢܕܠܝܬ,ܘܡܢܕܠܝܬ,,,ܘܡܢܕܠܝܬ,ܘܡܢܕܠܝܬ
,ܠܗ,,ܒܗ,ܠܗ,,,ܠܗ,ܠܗ
,ܠܒܐܐܟܠ,,ܠܒܐܐܟܠ,ܠܒܐܐܟܠ,,,ܠܒܐܐܟܠ,ܠܒܐܐܟܠ
,ܠܗܝܢ܀,,ܠܗܝܢ܂,ܠܗܝܢ܆,,,ܠܗܝܢ܂܂ܒܪܝܠܘܛܬܐ,ܠܗܝܢ܂
,ܒܪܝܠܘ̈ܛܬܐ,,ܘܕܠܐܩܢܐܒܘܝܢܐܡܬܬܦܝܣܠܡ̈ܠܝܗܘܢ܀٢٨܆ܒܪܝܠܘܛ̈ܬܗ,ܒܪܝܠܘ̈ܛܬܐ,,,,ܒܪܝܠܘܛ̈ܬܐ
,ܕܐܒܘܟ,,ܕܐܡܟ,ܕܐܒܘܟ,,ܕܐܡܟ,ܕܐܒܘܟ,ܕܐܒܘܟ
,ܘܕܐܡܟ,,ܘܐܒܘܟ,ܘܕܐܡܟ,,ܘܕܐܒܘܟܠܐܬܝܬܐܥܠܝܟ܂,ܘܕܑܡܟ,ܘܕܐܡܟ
,ܥܠܝܟ,,ܥܠܝܟ,ܥܠܝܟ,,,ܥܠܝܟ,ܥܠܝܟ
,ܠܐ,,ܠܐ,ܠܐ,,,ܠܐ,ܠܐܬܬܐ܂
,ܬܝܬܐ܉,,ܬܝܬܐ܂,ܬܝܬܐ܆,,,ܬܝܬܐ܂,
,ܕܠܡܐ,,ܕܠܡܐ,,,ܕܠܡܐ,ܒܛܒܬܐ̈ܕܒܢܝܟ̈ܠܐܬܚܕܐ܂܂ܒܪܝܒܪ,
,ܒܛܒ̈ܬܐ,,ܒܛܒ̈ܬܐ,,,ܒܛܒ̈ܬܐ,,ܒܛܒ̈ܬܐ
,ܕܒ̈ܢܝܟܠܐ,,ܕܒܢ̈ܝܟܠܐ,,,ܕܒ̈ܢܝܟܠܐ,,ܕܒܢ̈ܝܟܠܐ
,ܬܚܕܐ܀,,ܬܚܕܐ܂ܡܛܠ,,,ܬܚܕܐ,,ܬܟܪܐ܂ܒܪܝ
,,,ܡܢܕܡܨܚܐ,,,ܡܢܕܡܨܚܐ,,
,,,,,,ܠܐܒ܏ܘ,,
,,,ܠܐܒܘܗܝܘܠܐܡܗܡܘܬܐ,,,ܠܐܒܘܗܝܘܠܐܡܗܡܘܬܐ,,
,,,ܢܡܘܬ܆,,,ܡܘܬ܂,,
,,,ܘܠܐܠܗܐܡܪܓܙ܂ܘܡܢܕܡܝܩܪܠܐܒܘܗܝ,,,ܘܠܐܠܗܐܡܪܓܙ܂ܘܡܢܕܡܝܩܪܠܐܒܘܗܝ,,
,,,ܘܠܐܡܗ܆,,,ܘܠܐܡܗ,,
,,,ܢܣܓܘܢ,,,ܢܣܓܘܢ,,
,,,,,,ܚܝ̈܏ܘ,,
,,,ܚܝ̈ܘܗܝ,,,ܚܝ̈ܘܗܝ,,
,,,ܥܠܐܐܪܥܐ܂ܘܫܢܘܗ̈ܝ,,,ܥܠܐܪܥܐܘܫܢ̈ܘܗܝ,,
,,,ܒܛܒ̈ܬܐ,ܒܛܒ̈ܬܐ,,ܒܛܒ̈ܬܐ,,
,,,ܒܐܝܩܪܐ,ܕܒܢܝ̈ܟܠܐܬܟܪܐ,,ܘܒܐܝܩܪܐ,,
,,,ܢܫܠܡ܀,,,ܢܫܠܡ܀,,
,ܒܪܝ,,٢٩܆ܒܪܝ܂,ܒܪܝ,,ܒܪܝ,,
,ܒܐܘܪܚܐ,,,ܒܐܘܪܚܐ,,ܒܐܘܪܚܐ,ܒܐܘܪܚܐ,
,ܕܠܐܙܝܢܐܠܐ,,,ܕܠܐܙܝܢܐܠܐ,,ܕܠܐܙܝܢܐܠܐ,ܕܠܐܙܝܢܐܠܐ,ܕܠܐܙܝܢܐܠܐ
,ܬܐܙܠ܉,,,ܬܐܙܠ܆,,ܬܐܙܠ,ܬܐܙܠ,ܬܐܙܠ܂
,ܡܛܠܕܠܐܝܕܥ,,,ܡܛܠܕܠܐܝܕܥ,,ܡܛܠܕܠܐܝܕܥ,ܡܛܠܕܠܐܝܕܥ,ܡܛܠܕܠܐܝܕܥ
,ܐܢܬ,,,ܐܢَܬ,,ܐܝܟܐܐܪܠܒܥܠܒܒܟ܂ܘܐܙܕܗܒܐܘܪܚܐܡܛܠܕܣܓ̈ܐܝܢܒܗܒܥ̈ܠܕ܏ܒܒܥ̈ܠܕܒܒܐܓܣ̈ܐܟܡܝܢܝܢܒܗ܀ܒܪܝܗܕܝܪ,ܐܢ̄ܬ,ܐܢ̄ܬ
,ܐܡܬܝܐܪܥܠܟ,,,ܐܡܬܝܐܪܥܠܟ,,,ܐܡܬܝܐܪܥܠܟ,ܐܡܬܝܐܪܥܠܟ
,ܒܥܠܕܒܒܟ܀ܒܪܝܐܟܡܐ,,,ܒܥܠܕܒܒܟ܂,,,ܒܥܠܕܒܒܝܟ̈܂܂,ܒܥܠܕܒܒܟ
,,,,ܒܪܝܐܝܟܡܐ,,,ܒܪܝܐܝܟܡܐ,ܒܪܝܐܝܟܡܐ
,ܕܗܕܝܪ,,,ܕܗܕܝܪ,,,ܕܗܕܝܪ,ܕܗܕܝܪ
,ܐܝܠܢܐ,,,ܐܝܠܢܐ,,ܐܝܠܢܐ,ܐܝܠܢܐ,ܐܝܠܢܐ
,ܒܣܘܟܘ̈ܗܝ,,,ܒܣܘܟܘ̈ܗܝ,,ܒܐܒܗ,ܒܣܘܟܢܘܗܝ̈ܘܒܐܒܗ,ܒܣܘܟ̈ܘܗܝܘܒܐܒܗ܂ܘܒܢܘܗ̈ܝ܂
,ܘܒܐܒܗ܉,,,ܘܒܐܒܗ܆,,,,
,ܘܛܘܪܐ,,,ܘܛܘܪܐ,,ܘܛܘܪܐ,ܘܛܘܪܐ,
,ܕܣܥܝܪ,,,ܕܣܢܝܪܒܐܝܠܢ̈ܐ܆,,ܥܒܝܛܒ̈ܐܝܠܢܐ܂ܗܟܢܐ,ܕܣܥܝܪ,
,ܒܐܝ̈ܠܢܐ܂,,,,,,ܒܐܝܠܢ̈ܐ,
,ܗܟܢ,,,ܗܟܢ,,,ܗܟܢ,
,ܗܕܝܪܓܒܪܐ,,,ܗܕܝܪܓܒܪܐ,,ܗܕܝܪܓܒܪܐ,ܗܕܝܪܓܒܪܐ,
,ܒܐܢܬܬܗ,,,ܒܐܢَܬܬܐܘܒܢ̈ܘܗܝ܆,,ܒܐܢܬܬܗ,ܒܐܢ̄ܬܬܐܘܒܒܢܘܗܝ̈܂,
,ܘܒܒܢ̈ܘܗܝ܂,,,,,ܘܒܒ̈ܢ܏ܘ܁ܘܒ̈ܒܢܘܗܝ܁ܓܒܪܐܕܒܢ̈ܝܐܘܐܚ̈ܐ,,
,ܘܓܒܪܐ,,,ܘܓܒܪܐ,,,ܘܓܒܪܐ,ܘܓܒܪܐ
,ܕܐܚ̈ܐܘܐܢܬܬܐܘܒ̈ܢܝܐ,,,ܕܐܢَܬܬܐ,,,ܘܐܚܐܘܐܢ̄ܬܬܐܘܐܒ̈ܢܝܐ,ܕܐܢ̄ܬܬܐ
,,,,ܘܒܢ̈ܝܐ,,,,ܘܒܢ̈ܝܐ
,ܠܝܬ,,,ܠܝܬ,,ܠܝܬ,ܠܝܬ,ܠܝܬ
,ܠܗ܉,,,ܠܗ܆,,ܠܗ,ܠܗ,ܠܗ܂
,ܫܝܛܘܒܣܝܪ,,,ܫܝܛܘܒܣܐ,,ܫܝܛܘܒܣܝܪ,ܫܝܛܘܒܣܝܪ,ܫܝܛܘܒܣܐ
,ܩܕܡ,,,ܩܕܡ,,ܩܕܡ,ܩܕܡ,ܩܕܡ
,ܒܥܠܕܒܒܘ̈ܗܝ܂,,,ܒܥܠܕܒܒ̈ܐ܆,,ܣ̈ܐܢ܏ܘܣ̈ܐܢܘܗܝܒܥܠܡܐ܀,ܒܥܠܕܒܒܐ܂,ܒܥܠܕܒܒ̈ܐ܂
,ܘܕܡܐܠܐܝܠܢܐܕܥܠܝܕ,,,ܘܕܡܐܠܐܝܠܢܐܕܥܠܝܕ,,,ܘܕܡܐܠܐܝܠܢܐܕܥܠܝܕ,ܘܕܡܐܠܐܝܠܢܐܕܥܠܝܕ
,ܐܘܪܚܐ܂,,,ܐܘܪܚܐ܆,,,ܐܘܪܚܐ,ܐܘܪܚܐ
,ܕܟܠ,,,ܕܟܠ,,,ܕܟܠ,ܕܟܠ
,ܕܥܒܪ,,,ܕܥܒܕ,,,ܕܥܒܪ,ܕܥܪܪ
,ܡܢܗ,,,ܡܢܗ,,,ܡܢܗ,ܡܢܗ
,ܢܣܒ܂,,,ܢܣܒ܆,,,ܢܣܒ܂,ܢܣܒ܂
,ܘܟܠܗܚܝܘܬܐ,,,ܘܟܠܗܚܝܘܬܐ,,,ܘܟܠܝܗܚܘܝܐ,ܘܟܠܗܚܝܘܬܐ
,ܕܕܒܪܐ,,,ܕܕܒܪܐ,,,ܕܕܒܪܐ,ܕܕܒܪܐ
,,,,,,,unclear,ܛܪ̈ܦܘ܂ܗܝܡܬܪܐ܂
,ܛܪ̈ܦܘܗܝ,,,ܛܪ̈ܦܘܗܝ,,,ܛܪ̈ܦܘܗܝ,
,ܡܬܪܐ܀,,,ܡܬܪܐ܆,,,ܡܬܪܐ܂܂ܒܪܝܠܐܬܬܐܡܪܡܪܝܣܒܠܐܫܟܚܘܡ܂,
,ܒܪܝ,,,ܒܪܝ,,ܒܪܝ,,ܒܪܝ
,ܠܐܬܐܡܪܕܡܪܝܣܟܠ,,ܠܐܬܐܡܪܕܡܪܝܣܟܠ,ܠܐܬܐܡܪܕܡܪܝܣܟܠ,,ܠܐܬܐܡܪܕܡܪܝܣܟܠ,,ܠܐܬܐܡܪܕܡܪܝܣܟܠ
,,,بلهحمق܆,,,,,
,ܘܐܢܐ,,ܘܐܢܐ,ܘܐܢܐ,,ܘܐܢܐ,,ܘܐܢܐ
,ܚܟܝܡ܂,,ܚܟܝܡ܂,ܚܟܝܡ,,ܚܟܝܡ܇,,ܚܟܝܡ܂
,ܐܠܐ,,ܟܕ,ܐܠܐ,,,ܐܠܐ,ܐܠܐ
,ܠܒܘܟܝܗܝ,,,ܠܒܘܟܝܗܝ,,,ܠܒܘܟܝܗܒܡܘܡܘܗܝ̈ܘܬܚܟܡ܂܂,ܠܒܘܟܝܗܝ
,ܒܡܘܡܘ̈ܗܝ,,,ܒܡܘܡܘ̈ܗܝ,,,,ܒܡܘܡ̈ܘܗܝܘܬܬܚܟܡ܂
,ܘܬܬܪܚܡ܀,,,ܘܬܬܚܟܡ܇,,,,
,ܒܪܝܠܐ,,,ܒܪܝܠܐ,,,ܒܪܝܠܐ,ܒܪܝܠܐ
,ܬܚܫܘܒ,,,ܬܚܫܒ,,,ܬܚܫܘܒ,ܬܚܫܒ
,ܢܦܫܟ,,,ܢܦܫܟ,,,ܢܦ̮ܫܟ,ܢܦܫܟ
,ܚܟܝܡܐ܉ܟܕܐ̄ܚܪ̈ܢܐܠܐܚܫܒܝܢ,,,ܚܟܝܡܐ܆,,,ܚܟܝܡܐ܂,ܚܟܝܡܐ܂
,,,,,,,ܟܕ,
,,,ܐܚܪ̈ܢܐ,,,ܐܚܪ̈ܢܐ,ܐܚܪ̈ܢܐ,
,,,ܠܐ,,,,ܠܐ,
,,,ܢܫܒܚܘܢܟ܀,,,ܢܫܒܚܘܢܟ܀,ܚܫܒܟ,
,ܠܟ,,٣٠܆ܒܪܝ܁ܠܐܬܓܠܐܡ̈ܠܝܟ,,,,ܠܟ,
,ܚܟܝܡܐ܀,,,,,,ܚܟܝܡܐ܂܂,
,,,,ܒܪܝ,,ܒܪܝ,ܒܪܝ,ܒܪܝ
,ܠܐܬܕܓܠ,,,ܠܐܬܕܓܠ,,ܠܐܬܕܓܠ,ܠܐܬܕܓܠ,ܠܐܬܕܓܠ
,ܒܡ̈ܠܝܟ,,,ܒܡܠܝ̈ܟ,,ܒܡ̈ܠܝܟ,,ܒܡܠܝ̈ܟ
,ܩܕܡ,,ܩܕܡ,ܩܕܡ,,ܩܕܡ,ܩܕܡ,ܩܕܡ
,ܡܪܟܕܠܡܬܬܒܣܖ܂,,ܡܪܟ܂,ܡܪܟ܂,,ܡܪܟ܂,ܡܪܟ܂,ܡܪܟ܆
,,,,ܕܠܡܐܬܬܒܣܪ,,,ܕܠܡܐܬܬܒܣܪ,ܕܠܡܐܬܬܒܣܪ
,ܘܢܐܡܪܠܟܕܙܠܡܢܩܕܡ,,,ܘܢܐܡܪܠܟܕܙܠܡܢܩܕܡ,,,ܘܢܐܡܪܠܟܕܙܠܡܢܩܕܡ,ܘܢܐܡܪܠܟܕܙܠܡܢܩܕܡ
,ܥܝ̈ܢܝ܀,,,ܥܝܢܝ̈܆,,,ܥܝܢܝ̈܂܂,ܥܝܢ̈ܝ܂ܒܪܝܢܗܘܝ̈ܢܫܪܝܪ̈ܟܡܠ̈ܝܟ܆
,ܒܪܝܢܗܘ̈ܝܢ,,,ܒܪܝܢܗܘ̈ܝܢ,,,ܒܪܝܢܗܘ̈ܝܢ,
,ܫܪܝܪ̈ܢ,,,ܫܪܝܪ̈ܢ,,,ܫܪ̈ܝܪܢܡܠܝܟ̈,
,ܡ̈ܠܝܟ܉,,,ܡܠܝ̈ܟ܆,,,,
,ܕܢܐܡܪ,,,ܘܢܐܡܪ,,,ܕܢܐܡܪ,ܘܢܐܡܪ
,ܠܟܡܪܟܩܪܘܒܠܘܬܝ,,,ܠܟܡܪܟܩܪܘܒܠܘܬܝ,,,ܠܟܡܪܟܩܪܘܒܠܘܬܝ,ܠܟܡܪܟܩܪܘܒܠܘܬܝ
,ܘܬܚܐ܀,,,ܘܬܐ܆,,,ܘܬܐ܂܂,ܘܬܐ܂
,ܒܪܝܒܝܘܡ,,,ܒܪܝܒܝܘܡ,,,ܒܪܝܒܝܘܡ,ܒܪܝܒܝܘܡ
,ܒܝܫܬܟ܂,,,,,,ܒܝܫܬܟ,ܒܝܫܬܟ
