433,Sachau_336
ܪܗܛܝܢܬܪܝܢ܂ܚܕ,ܪܗܛܝܢܬܪܝܢ܂ܚܕ
ܚܘܪܐ,ܚܘܪܐ܂
ܘܚܕܐܘܟܡܐ܂ܗܝܕܝܢܐܢܐܐܡܪܬܠܡܠܟܐ܂ܡܠܬܐܗܕܐܕܐܡܪܡܪܝ,ܘܚܕܐܘܟܡܐ܂ܗܝܕܝܢܐܢܐܐܡܪܬܠܡܠܟܐ܂ܡܠܬܐܗܕܐܕܐܡܪܡܪܝ
ܡܠܟܐ,ܡܠܟܐ܂
ܪ̈ܥܝܝܥܢ̈ܐܘܬܘܪ̈ܐܝܕܥܝܢܠܗ,ܪ̈ܥܝܝܥܢ̈ܐܘܬܘܪ̈ܐܝܕܥܝܢܠܗ
ܡܠܬܗܕܐ܂,ܡܠܬܐܗܕܐܕܡܫܐܠܡܠܟܐ܂
ܐܣܛܘܢܐܚܕܕܐܡܪܬܡܪܝܡܠܟܐ,ܐܣܛܘܢܐܚܕܕܐܡܪܬܡܪܝܡܠܟܐ
ܫܢ̄ܬܐ,ܫܢَܬܐ
ܐܝܬܝܗ,ܐܝܬܝܗ
,ܗܝܐܣܛܘܢܐܒܢܗܡܢܬܡܢܝܐܐܠܦܝܢܘܫܒܥܡܐܐܘܫܬܝܢܘܬܠܬܐܠܒܢ̈ܐ܀܆ܘܫܒܥܡܐܐܐܠܦܝ̈ܢܘܫܒܥܡܐܐܘܫܬܝܢܘܬܠܬܐܫܥ̈ܐܐܝܬܝܗܘܢ܀܀
ܘܬܪܥܣܪ,ܘܬܪܥܣܪ
ܐܪ̈ܙܐܝܪ̈ܚܝܫܢ̄ܬܐܐܢܘܢ܂ܬܠܬܝܢܓܝܓܠܐܝܘܡ̈ܝ,ܐܪ̈ܙܐ܂
ܝܪ̈ܚܐ,ܝܪ̈ܚܐ
ܐܢܘܢ܂,ܬܪܥܣܪܕܫܢَܬܐܐܝܬܝܗܘܢ܂ܬܠܬܝܢܓܝܓ̈ܠܐܬܠܬܝܢܝܘܡ̈ܝܢܕܝܪܚܐܐܝܬܝܗܘܢ܂
ܬܪܝܢ,ܬܪܝܢ
ܪ̈ܗܛܐ,ܪܗܛܐ
ܚܕܐܘܟܡܐܘܚܕܚܘܪܐ܂ܠܠܝܐܘܐܝܡܡܐ,ܚܕܐܘܟܡܐܘܚܕܚܘܪܐ܂ܠܠܝܐܘܐܝܡܡܐ
ܐܢܘܢ,ܐܝܬܝܗܘܢ܂
ܘܬܘܒܐܡܪ,ܘܬܘܒܐܡܪ
ܠܝ܂,ܠܝ
ܫܒܘܩܗܫܐ,ܫܒܘܩܗܫܐ
ܚܕܐܫܐܠܢܐܡܢܟ܂,ܒܥܢܐܡܢܟܐܘܐܚܝܩܪ܂
ܕܬܦܬܘܠ,ܕܬܦܬܘܠ
ܬܪܝܢ,ܬܪ̈ܝܢ
ܚܒ̈ܠܐܐܪ̈ܝܟܐܕܚܠܐ܂ܕܢܗܘܘܢܚܡܫܝܢ,ܚܒ̈ܠܐܐܪ̈ܝܟܐܕܚܠܐ܂ܕܢܗܘܘܢܚܡܫܝܢ
ܐܡ̈ܝܢ܂,ܐܡ̈ܝܢ
ܘܥܘܒܝܗܝܢܐܝܟܚܨܪܐܚܕܐ܂ܘܐܡܪܬܦܩܘܕܡܪܝܡܠܟܐ܂ܕܡܦܩܝܢܡܢܒܝܬܓܙܟܚܒܠܐ,ܘܥܘܒܝܗܝܢܐܝܟܚܨܪܐܚܕܐ܂ܘܐܡܪܬܦܩܘܕܡܪܝܡܠܟܐ܂ܕܡܦܩܝܢܡܢܒܝܬܓܙܟܚܒܠܐ
,ܕܐܦܬܘܠ
ܠܟܐܟܘܬܗ܂ܗܝܕܝܢܐܡܪܠܝ܂ܡܘܢܐܡܪܬܠܐܝܕܥܢܐ܂ܐܢܗܘܚܒܠܐܕܐܡܪܬܠܟ܂ܠܐܬܦܬܘܠܠܝܡܕܐܬܐܕܡܨܪܝܢܠܐܬܣܒ܂ܗܝܕܝܢܐܢܐܐܚܝܩܪܢܦܩܬܡܢ,ܠܟܐܟܘܬܗ܂ܗܝܕܝܢܐܡܪܠܝ܂ܡܘܢܐܡܪܬܠܐܝܕܥܢܐ܂ܐܢܗܘܚܒܠܐܕܐܡܪܬܠܟ܂ܠܐܬܦܬܘܠܠܝܡܕܐܬܐܕܡܨܪܝܢܠܐܬܣܒ܂ܗܝܕܝܢܐܢܐܐܚܝܩܪܢܦܩܬܡܢ
ܠܘܬ,ܠܘܪ
ܡܠܟܐ܂ܘܒܬܬܒܠܠܝܐܗܘܒܪܢܝܐ,ܡܠܟܐ܂ܘܒܬܬܒܠܠܝܐܗܘܒܪܢܝܐ
ܣܓܝܐܐ,ܣܓܝܐܐ܂
ܘܟܕܗܘܐܨܦܪܐܐܬܐܠܝܚܘܫܒܐ,ܘܟܕܗܘܐܨܦܪܐܐܬܐܠܝܚܘܫܒܐ
ܘܢܦܩܬ,
ܘܐܬܝܬ,ܘܐܬܝܬ
,ܘܢܦܩܬ
ܥܕܡܐܠܒܣܬܪܗܝܟܠܐ,ܥܕܡܐܠܒܣܬܪܗܝܟܠܐ
,ܗܝܟܠܐ܂
ܗܘܕܒܗܝܬܒ,ܗܘܕܒܗܝܬܒ
ܗ̄ܘܐܡܠܟܐ܂ܘܢܩܒܦ,ܗَܘܐܡܠܟܐ܂ܘܢܩܒܬ
ܢܩܒܐܚܕܙܥܘܪܐ,ܢܩܒܐܚܕܙܥܘܪܐ
ܒܐܣܬܐ܂,ܒܐܣܬܐ
ܠܘܩܒܠܫܡܫܐ܂ܘܥܠ,ܠܘܩܒܠܫܡܫܐ܂ܘܥܠ
ܫܡܤܐ,ܫܡܫܐ
ܒܓܘܗܕܐܣܬܐܕܗܝܟܠܐ܂ܘܒܗܒܐܣܬܐܢܩܒܬܢܩܒܐ,ܒܓܘܗܕܐܣܬܐܕܗܝܟܠܐ܂ܘܒܗܒܐܣܬܐܢܩܒܬܢܩܒܐ
ܐ̄ܚܪܢܐܘܐܪܡܝܬܠܝܥܦܪܐ,ܐَܚܪܢܐ܂ܘܡܠܝܬܠܝܚܘܦܢܐܕܥܦܪܐ܂
ܘܐܪܡܝܬܒܢܩܒܐ܂ܘܐܬܚܙܝܘܒܟܪܟܗܘܡܬܦܠܫܝܢ܂ܘܥܢܝܬ,ܘܐܪܡܝܬܒܢܩܒܐ܂ܘܐܬܚܙܝܘܒܟܪܟܗܘܡܬܦܠܫܝܢ܂ܘܥܢܝܬ
ܘܠܡܠܟܐܐܡܪܬ܂,ܘܐܡܪܬܠܡܠܟܐ܂
ܦܩܘܕܡܪܝܡܠܟܐ,ܦܩܘܕܡܪܝܡܠܟܐ
ܕܟܪܟܝܢܠܗܘܢܒܩܕܡܐ,ܟܪܟܝܢܠܗܘܢ܂ܩܕܡܐ
ܒܩܕܡܐ܂ܘܟܡܐܕܒܥܝܬܐܥܒܕ,ܒܩܕܡܐ܂ܘܟܡܐܕܒܥܝܬܐܥܒܕ
ܠܟܐܟܘܬܗܘܢ܂,ܐܟܘْܬܗܘܢ
ܘܟܕܚܙܐܡܠܟܐ,ܘܟܕܚܙܐܡܠܟܐ
ܘܟܠܗܘܢܪ̈ܘܪܒܢܘܗܝܥܡܗܬܡܗܘܗ̄ܘܘ,ܟܠܗܝܢܘܪܘܪ̈ܒܢܘܗܝܥܡܗ܂ܬܗܪܘܘܬܡܗܘ
ܘܒܗܬܘ܂,ܘܒܗܬܘ܂
,ܣܓܝ܂
ܗܝܕܝܢܦܩܕܡܠܟܐ,ܗܝܕܝܢܦܩܕܡܠܟܐ
ܘܐܝܬܘ,ܘܐܝܬܝܘ
ܠܝܪܟܒܐܕܪܚܝܐ,ܠܝܪܟܒܐܕܪܚܝܐ
ܕܬܒܝܪ܂ܘܥܢܐ,ܕܬܒܝܪ܂ܘܥܢܐ
ܡܠܟܐܘܐܡܪܠܝ܂,ܡܠܟܐܘܐܡܪܠܝ܂
,ܐܘ
ܚܘܛܠܝ,
ܐܚܝܩܪ,ܐܚܝܩܪ
,ܚܘܛܠܝ
ܪܚܝܐܗܕܐ܂ܘܐܢܐ,ܪܚܝܐܗܕܐ܂ܘܐܢܐ
ܫܩܠܬ܂,ܫܩܠܬ
ܒܪܫܥܬܗܡܪܫܐܚܕܕܟܐܦܐܕܪܚܝܐ,ܒܪܫܥܬܗܡܪܫܐܚܕܕܟܐܦܐܕܪܚܝܐ
,ܗܝ
ܘܫܕܝܬ,ܘܫܕܝܬ
ܩܕܡܘܗܝܘܐܡܪܬܠܗ܂,ܘܐܡܪܬܠܗ
ܡܪܝܡܠܟܐ܂,ܡܪܝܡܠܟܐ܂
ܡܛܠܕܐܟܣܢܝܐܐܝܬܝܗܪܠܐ܂ܘܠܐ,ܠܐ
ܩܪܝܒܝܢܠܝ,ܩܪܝܒܝܢܠܝ
ܡܐܢ̈ܝܐܫ̈ܟܦܝ܂,ܡܐܢܝ̈ܫܟܦܘܬܝ܂
ܘܠܐܫܟܝܚܠܝܡܕܡ,ܘܠܐܫܟܝܚܠܝܡܕܡ
ܕܡܬܒܥܐ,ܕܡܬܒܢܐ
ܠܝ܂,ܠܝ܂
,ܒܪܡ
ܦܩܘܕܠܐܫ̈ܟܦܐܕܝܠܟܘܢ,ܦܩܘܕܠܐܫ̈ܟܦܐܕܝܠܟܘܢ
ܕܢܗܘܘܢܘܢܦܩܝܢܠܝܩܪܕܐ,ܕܢܒܗܘܘܢܡܦܩܝܢܠܝܩܕܪܐ
ܡܢܡܪܫܐܗܢܐܒܪܓܢܣܗ,ܡܢܡܪܫܐܗܢܐܒܪܓܢܣܗ
ܕܪܚܝܐ܂,ܕܪܚܝܐ
ܘܒܗܒܫܥܬܐܚܐܛ,ܘܒܗܒܫܥܬܐܚܐܛ
ܐ̄ܢܐ,ܐَܢܐ
ܠܗ܂,ܠܗ܂
ܟܕ,ܘܟܕ
ܗܠܝܢܫܡܥܡܠܟܐ,ܗܠܝܢܫܡܥܡܠܟܐ
ܘܓܚܟܘܐܡܪ܂,ܓܚܟܘܐܡܪܟܝ܂
ܐܝܘܠܝܘܡܐ,ܐܝܘܠܝܘܡܐ
ܕܗܘܝܬܒܗܐܚܝܩܪ,ܗܘܗܘܕܐܝܬܝܠܕܬܒܗ܂ܘܗܘܝܬܒܗ܂ܐܘܐܚܝܩܪ܂
ܢܗܘܐܒܪܝܟܩܕܡ,ܢܗܘܐܒܪܝܟܩܕܡ
ܐܠܗ̈ܐܕܡܨܪܝܢ,ܐܠܗ̈ܐ܂ܕܡܨܪܝܢ܂
ܘܥܠܕܚܙܝܢܟܒܚܝ̈ܐܠܚܡܐܪܒܐ,ܘܥܠܕܚܙܝܢܟܒܚܝ̈ܐܠܚܡܐܪܒܐ
,ܘܡܫܬܘܬܐ
ܥܒܕ,ܥܒܕ
ܐܢܐ܀,ܐَܢܐ܂ܡܢܝܘܡܐܗܢܐ
ܡܦܩܬܗܕܐܚܝܩܪܡܢ,ܡܦܩܬܗܕܐܚܝܩܪܡܢ
ܡܨܘܦܘܢܝܗ,ܡܨܪܝܢ܇ܘܦܘܢܝܗ
ܕܠܘܬܣܪܚܕܘܡ,ܕܠܘܬܣܪܚܕܘܡ
ܡܠܟܐ܂,ܡܠܟܐܠܢܝܢ̈ܘܐܘܐܬܘܪ܂
ܘܟܕܒܟܠܡܕܡܐܬܚܝܒܡܠܟܐܦܪܥܘܢ܂ܘܐܢܐܠܘܩܒܠ,ܘܟܕܒܟܠܡܕܡܐܬܚܝܒܡܠܟܐܦܪܥܘܢ܂ܘܐܢܐܠܘܩܒܠ
ܫܟܝܚܬܗ,ܫܟܝ̈ܚܬܗ
ܩܡܬ܂,ܩܡܬ܂
ܘܦܘ̈ܩܕ܏ܘ܇ܘܦܘ̈ܩܕܩܗܝ܇ܘܐܘ̈ܚܕܬܗ,ܘܦܘܪ̈ܣܘܗܝܘܐܘܚ̈ܕܬܗܫܪܝܬ
ܫܪܝܬܘܒܛܠܬ܂,ܫܪܝܬܘܒܛܠܬ܂
ܘܡܕܐܬܐ,ܘܡܕܬܐ
ܕܡܨܪܝܢܕܬܠܬ,ܕܡܨܪܝܢܕܬܠܬ
ܫܢ̈ܝܢܝܗ̄ܒ,ܫܢܝ̈ܢܝܗَܒ
ܠܝ܂ܘܟܟܪ̈ܐ,ܠܝ܂ܘܟܟܪ̈ܐ
ܬܫܪܡܐܐ,ܬܫܥܡܐܐ
ܗܠܝܢܕܒܐܓܪܬܐܗܝ,ܗܠܝܢܕܒܐܓܪܬܐܗܝ
ܕܟܬܒܬ܂,ܕܟܬܒܬ
ܗܠܝܢܕܝܙܦ,ܗܠܝܢܕܝܙܦ
,ܡܢ
ܡܪܝܕܐܘܕܝܘܟܠܗܘܢ,ܡܪܝܕܐܘܕܝܘܟܠܗܘܢ
ܫܡܝܥܐ,ܕܫܡܝܥܐ
ܠܢܫܩܠܬ܂,ܠܢܫܩܠܬ܂
ܘܡܘܗ̈ܒܬܐ,ܘܡܘ̈ܗܒܬܐ
ܡܢܡܠܟܐܢܣܒܬ܂ܘܐܝܩܪܐܡܢ,ܡܢܡܠܟܐܢܣܒܬ܂ܘܐܝܩܪܐܡܢ
ܪ̈ܘܪܒܢܘܗܝ܂ܘܒܥܓܠܩܕܡܣܪܚܕܘܡ܂,ܪܘܪ̈ܒܢܘܗܝ܂ܘܒܥܠܓܩܕܡܣܪܚܕܘܡܡܠܟܐ܂
ܠܩܕܡܝܐܬܐ܂,ܠܩܕܡܝܐܬܐ܂
ܟܕ,ܘܟܕ
ܦܢܐܐܚܝܩܪܡܢܡܨܪܝܢ܂,ܦܢܐܐܚܝܩܪܡܢܡܨܪܝܢ܂
ܘܡܐܕܩܒܠܡܚܬܬܝܕܠܡܕܝܢ̄ܬܐ܂ܘܢܦܩܠܡܐܪܥܢܝ܂ܘܚܕܝܚܕܘܬܐܪܒܬܐ܂ܘܩܕܡܘܢܝܘܐܘܬܒܘܢܝܠܓܒܗܕܡܠܟܐܒܓܘܟܘܪܣܝܗ܂ܘܐܬܬܢܝܚܬܘܐܡܪܒܥܝ,ܥܠܠܘܬܡܠܟܐܘܩܒܠܗܒܐܝܩܪܐ܂ܘܫܪܝܡܠܟܐܡܠܬܐܕܒܘܝܐܐܠܡܐܡܪܩܕܡܝܥܠܟܠܡܕܡܕܒܥܐܐܢَܬܫܐܠܘܬܒܥ܂ܘܐܡܪܬܐܘܡܪܝܡܠܟܐܠܥܠܡܚ݀ܝܝ܂ܘܫܪܝܡܠܟܐܠܡܦܩܩܕܡܝ܂ܘܚܕܝܚܕܘܬܐܪܒܬܐ܂ܒܪܡܩܕܡܝܠܝܘܐܘܬܒܢܝܠܓܢَܒܗ܂ܠܥܠܡܢܟܘܪܣܝܗܘܡܓܕܠܗ܂ܘܐܡܪܠܝ܂ܫܐܠ
ܡܢܝܐܘ,ܡܢܝܐܘ
,ܐܘ
ܐܚܝܩܪ,ܐܚܝܩܪ
ܟܠܡܕܡܕܨܒܐܐܢ̄ܬܘܬܪܓ܂ܘܝܗܒܢܐܠܟܥܕܡܐܕܐܥܬܪܟ܂ܘܐܡܪܬܠܗܐܘܡܪܝܡܠܟܐ,ܟܠܡܕܡ܂ܕܪܐܓܐܢܬܘܒܥܐܐܢَܬ܂ܘܐܢܐܝܗܒܐَܢܐܠܟܟܠܗܡܠܟܘܬܐ܂ܐܡܪܠܗܐܚܝܩܪܐܘܡܪܝܡܠܟܐܠܥܠܡ
ܚܝܝ,ܚܝܝ
ܥܕܡܐܠܥܠܡ܂ܒܪܡܡܢܛܒ̈ܬܟܐܢܬܛܐܒܠܝܕܡܕܡܢܗܘܐܨܒܝܢܟ܂ܟܠܡܕܡܕܒܥܢܐܡܢܛܝܒܘܬܟ܂ܐܢܬܩܒܠܗܘܠܝ܂ܘܬܬܠܠܝܗܘܡܐ,ܘܠܕܪܕܪܝܢ܂ܒܪܡܡܢܛܝܒܘܬܟܫܟܢܠܝܐܢܗܘܕܨܒܝܬ܂ܒܓܘܡܕܡ
ܕܚܫܚ,ܕܚܫܚ
ܠܝܢܗܘܐܠܢܒܘܣܡܟ܂ܒܪܡܡܢܐܠܗܐܘܢܒܘܣܡܟܚܙܝܬܠܢܦܫܝܗܠܝܢܚܝ̈ܐ܂ܘܗܫܐܣܒܪܐܗܘܐܠܝܒܐܠܗܐܘܐܫܬܘܙܒܬܡܢܡܘܬܐ܂ܘܗܝܕܝܢܐܛܐܒܠܗܡܠܟܐܒܛܒܬ̈ܐܣܓܝܐܬ̈ܐܘܝܗ̄ܒ,ܠܟ܂ܟܠܡܕܡܕܒܥܐܐَܢܐܡܢܐܝܩܪܐܕܪܒܘܬܟܗܢܐܗَܘ܂ܐܢܗܘܬܩܒܠܘܬܛܐܒܥܠܝ܂ܒܥܢܐܕܢܗܘܐܢܒܘܣܡܟܐܣܦܘܩܠܛܪܐ܂ܕܡܩܝܡܬܠܗܥܠܫܕܬܐܛܒܬܐ܂ܡܛܠܕܚܝ̈ܐܡܢܗܚܙܝܬ܂ܘܗܫܐܢܛܪܢܝܣܒܪܝܒܐܠܗܐ܂ܘܐܢܠܐܗَܘܐܕܗܘܥܕܪܢܝܡܐܬܗَܘܝܬ܂ܗܝܕܝܢܪܚܡܥܠܝܡܠܟܐܒܪܚ̈ܡܘܗܝܓܘܢܝ̈ܐܣܓܝܐ̈ܐܘܡ̈ܠܝܣܛܐܒܫܘܟܢ̈ܐܘܒܡܘܗ̈ܒܬܐܕܝܗَܒܣܓܝܕܩܒܠܬܡܢܗ܂ܘܫܪܝܘܫܪܝܡܠܟܐܠܡܩܒܠܘܬܢܝܒܛܒ̈ܬܐܣܓܝ̈ܐܬ܂ܘܫܟܢ
ܠܗܡܘܗ̈ܒܬܐ,ܠܗܡܘܗ̈ܒܬܐ
ܣܓܝܐ̈ܬܐ܂ܘܫܪܝܡܠܟܐܢܒܝܐܢܝܥܠܟܠܡܕܡ܂ܘܝܬܒܬܩܕܡܦܪܥܘܢܘܡܠܠܬ܂ܘܗܘܝܬܒܡܡܠܠܐܕܬܫܥ̈ܝܬܐܩܕܡܘܗܝܘܣܘ̈ܟܠܝܗܘܢܚܕܐܒܬܪܚܕܐ܂ܘܗܘ,ܣܓܝܐ̈ܐܬܐܘܫܪܝܡܠܟܐܠܡܒܝܐܘܬܢܝܥܠܟܠܡܐܕܕܕܫܠܝܩܕܡܦܪܥܘܢ܂ܘܫܐܠܢܝܥܠܟܠܐܘܚ̈ܕܬܐ܂ܘܫܪܝܬܠܡܡܢܐܐܢܘܢܡܢܩܕܡܝ̈ܐܥܕܠܐܚܪ̈ܢܐ܂ܟܠܚܕܚܕܒܫܡܗ܂ܘܟܕܗܘ
ܫܡܥ,ܫܡܥ
ܗ̄ܘܐܠܝ܂ܘܐܬܕܡܪܬܕܡܘܪܬܐܪܒܬܐ܂ܘܗܝܕܝܢ,ܥܠܝ܂ܘܡܬܕܡܪܕܘܡܪܐܪܒܐ܂ܘܒܬܪܟܢ
ܐܦܩܬ,ܐܦܩܬ
ܩܢܝܢܐ,ܠܩܢܝܢ̈ܐ
ܘܣܐܡܐ,ܘܣܐܡܐ
ܘܕܗܒܐ܂ܘܡܘܗܒ̈ܬܐܗܠܝܢܕܐܝܬܝܬܠܗ܂ܡܢܡܨܪܝܢ܂ܘܚܕܝܚܕܘܬܐܪܒܬܐ܂ܠܥܠܡܢܟܠ܂ܘܐܡܪ,ܘܕܗܒܐܘܡܘ̈ܗܒܬܐܘܫܘܟܢ̈ܐ܂ܗܢܘܢܕܝܗَܒܠܝܡܠܟܐܕܡܨܪܝܢ܂ܐܝܬܝܬܐܢܘܢܠܗܡܢܡܨܪܝܢܘܚܕܝܚܕܘܬܐܪܒܬܐܣܓܝܠܥܠܡܢܗܘܢܐ܂ܘܬܡܪ
ܠܝܟܡܐܒܥܐ,ܠܝܟܡܐܒܥܐ
ܐܢ̄ܬ,ܐܢَܬ
ܡܢܝ,ܡܢܝ
ܥܕܡܐܕܛܐܒܠܟܘܝܗܒܐ̄ܢܐܠܟ܂ܘܐܡܪܬ,ܕܐܬܠܠܟ܂ܐܡܪܬ
ܠܗܠܐ,ܠܗܠܐ
ܒܥܢܐܡܢ̄ܕܡ,ܡܬܒܥܐܠܝܡܕܡ܂
ܐܠܐ,ܐܠܐ
ܚܠܝܡܘܬܟ܂,ܒܣܝܡܘܬܟܘܫܠܡܟ܂
ܘܡܢܐ,ܘܡܢܐ
ܐܥܒܕܒܝܘܬܪܢܐܘܣܛܖܡܢܗܘܗܫܐܒܥܢܐܡܢܛܒܬ̈ܟܐܢܬܦܣܠܝܕܒܢܕܢܒܪܚܬܝ܂ܥܕܡܐ,ܥܒܕܢܐ܂ܒܗܠܝܢܩܢܝܢ̈ܐܘܫܪܟܝܗܘܢ܂ܒܪܡܡܬܟܫܦܐَܢܐܡܢܛܘܒܬܢܘܬܟ܂ܐܢܬܬܝܗܒܠܝܫܘܠܛܢܐܕܐܥܒܕܒܢܕܢܟܠܡܕܡܕܨܒܢܐ
ܕܐܬܢܩܡ,ܕܐܬܢܩܡ
ܡܢܗܠܐܬܣܒܕܡܗܡܢܝ܂ܘܦܩܕܕܢܬܝܗܒܠܗ܂ܘܢܣܒܬܗ,ܡܢܗ܂ܘܠܐܬܬܒܥܢܝܒܕܡܗ܂ܒܗܝܫܥܬܐܦܩܕܡܠܟܐܕܢܥܒܕܠܗܐܝܟܕܨܒܐ܂ܒܪܡܫܩܠܬܠܢܕܢ
ܘܐܙܠܬ,ܘܐܙܠܬ
ܠܒܝܬܟ܂,ܠܒܝܬܝ
ܘܐܣܪܬܗ,ܘܐܣܪܬܗ
ܒܫ̈ܫܠܬܐ,
ܕܦܪܙܠܐ܂,
ܘܟܒܫܬܗ,
ܒܣܘܛܡ̈ܐ,ܒܣܘܛܡ̈ܐ
ܕܦܪܙܠܐܒܐܝܕܘ̈ܗܝܘܒܪ̈ܓܠܘܗܝ܂ܘܐܪܡܝܬ,ܘܒܫܫ̈ܠܬܐ
,ܕܦܪܙܠܐ܂
,ܘܒܓܘܩܝܕܐܘܩܘ̈ܕܐܕܦܪܠܐ܂ܒܓܘܐܝܕܘ̈ܗܝܘܪܓܠܘܗܝ܂ܘܣܡܬ
ܒܩܕܠܗܦܪܙܠܐ܂,ܒܩܕܠܗܦܪܙܠܐ܂
ܘܗܘܝܬܢܓܕܬܗ,ܘܫܪܝܬܠܡܢܓܕܘܬܗ
ܒܢ̈ܓܕܐ,ܒܢ̈ܓܕܐ
ܩܫܝ̈ܐܘܡܪܝܪ̈ܐ܂ܘܡܚܝܬܗܡܚܘܬܐܩܫܝܬܐ܂,ܩܫܝ̈ܐ܂ܘܡܚ̈ܘܬܐܩܫܝ̈ܐ܂ܘܐܕܟܪܬܠܗ܂ܝܘܠܦܢܐܕܐܠܦܬܗܘܚܟܡِܬܐܘܝܕܥܬܐܘܦܝܠܣܘܦܘܬܐ܂ܘܐܡܪܬܠܗ܂
